Date ,Report Type ,Street ,Zip ,Area ,ED ,N#
8/24/2004,GRAND LARCENY ,MOORETOWN ROAD ,23188,300,1,14
10/8/2015,"DAMAGE PROPERTY, PRIVATE ",MOORETOWN ROAD ,23188,300,1,14
10/11/2015,GRAND LARCENY ,MOORETOWN ROAD ,23188,300,1,14
10/25/2015,DRIVING W/SUSPENDED OR REVOKED LICENSE ,MOORETOWN ROAD ,23188,300,1,14
10/25/2015,ELUDING POLICE -ENDANGER PERSONS OR POLICE CAR ,MOORETOWN ROAD ,23188,300,1,14
10/25/2015,POSSESS VEHICLE WITH ALTERED SERIAL NUMBER ,MOORETOWN ROAD ,23188,300,1,14
11/23/2015,CITIZEN REQUESTED ASSISTANCE ,MOORETOWN ROAD ,23188,300,1,14
12/14/2015,CITIZEN REQUESTED ASSISTANCE ,MOORETOWN ROAD ,23188,300,1,14
11/6/2015,POSSESSION OF MARIJUANA ,MOORETOWN ROAD & AIRPORT ROAD ,23188,300,1,14
11/26/2015,CITIZEN REQUESTED ASSISTANCE ,MOORETOWN ROAD & E ROCHAMBEAU ,23188,300,1,14
5/14/2004,POSSESSION OF MARIJUANA ,MOORETOWN ROAD & EWELL ROAD ,23188,300,1,14
11/6/2015,DRIVING W/SUSPENDED OR REVOKED LICENSE ,MOORETOWN ROAD & KINGS GATE ,23188,300,1,14
4/14/2004,PETIT LARCENY ,NEVADA COURT ,23188,300,1,190
3/3/2004,GRAND LARCENY ,NEVALOU COURT ,23188,300,1,59
1/15/2004,DAMAGE PROPERTY ,NEWMAN ROAD ,23188,300,1,14
4/7/2004,ANNOYING PHONE CALLS ,NEWMAN ROAD ,23188,300,1,14
5/28/2004,"ASSAULT, SIMPLE, DOMESTIC ",NEWMAN ROAD ,23188,300,1,14
5/31/2004,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,NEWMAN ROAD ,23188,300,1,14
5/31/2004,REFUSE BLOOD/BREATH TEST ,NEWMAN ROAD ,23188,300,1,14
6/1/2004,"LARCENY,FROM MOTOR VEHICLE ",NEWMAN ROAD ,23188,300,1,14
8/8/2004,"DAMAGE PROPERTY, PRIVATE ",NEWMAN ROAD ,23188,300,1,14
10/22/2015,"ASSAULT, SIMPLE ",NINA CIRCLE ,23188,300,1,190
11/5/2015,CITIZEN REQUESTED ASSISTANCE ,NINA CIRCLE ,23188,300,1,190
12/14/2015,PETIT LARCENY ,OAKTREE ROAD ,23188,300,1,138
12/19/2015,CITIZEN REQUESTED ASSISTANCE ,OAKTREE ROAD ,23188,300,1,138
3/20/2004,POSSESSION OF CONTROLLED SUBSTANCES ,OLD TAYLOR ROAD ,23188,300,1,14
4/1/2004,MURDER ,OLD TAYLOR ROAD ,23188,300,1,14
4/16/2004,"DAMAGE PROPERTY, PRIVATE ",OLD TAYLOR ROAD ,23188,300,1,14
12/8/2015,RESISTING ARREST/OBS JUSTICE W/O THREAT OF FORCE ,OLD TAYLOR ROAD ,23188,300,1,14
12/11/2015,"DAMAGE PROPERTY, PRIVATE ",OLD TAYLOR ROAD ,23188,300,1,14
6/29/2004,MISSING PERSON ,OWL CREEK CIRCLE ,23188,300,1,18
1/12/2004,IDENTITY FRAUD ,PENN DRIVE ,23188,300,1,141
5/19/2004,"DAMAGE PROPERTY, PRIVATE ",PRINCESS PLACE ,23188,300,1,141
3/6/2004,CITIZEN REQUESTED ASSISTANCE ,RED DIRT ROAD ,23188,300,1,14
4/4/2004,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,ROCHAMBEAU DRIVE & AIRPORT ROAD ,23188,300,1,14
4/4/2004,POSSESSION OF MARIJUANA ,ROCHAMBEAU DRIVE & AIRPORT ROAD ,23188,300,1,14
2/2/2004,POSSESSION OF MARIJUANA ,ROCHAMBEAU ROAD & MERRIMAC TRAIL ,23188,300,1,14
5/4/2004,THREATEN TO BURN ,ROY LANE ,23188,300,1,14
2/7/2004,"BURGLARY, RESIDENTIAL ",SCHENCK DRIVE ,23188,300,1,176
2/7/2004,GRAND LARCENY ,SCHENCK DRIVE ,23188,300,1,176
5/2/2004,CURSING/OBSCENE LANGUAGE ,SCHENCK DRIVE ,23188,300,1,176
5/10/2004,CITIZEN REQUESTED ASSISTANCE ,SCHENCK DRIVE ,23188,300,1,176
5/11/2004,RUNAWAY JUVENILE ,SCHENCK DRIVE ,23188,300,1,176
5/11/2004,RUNAWAY/MP JUVENILE ,SCHENCK DRIVE ,23188,300,1,176
6/5/2004,CITIZEN REQUESTED ASSISTANCE ,SCHENCK DRIVE ,23188,300,1,176
6/11/2004,"ASSAULT, SIMPLE ",SCHENCK DRIVE ,23188,300,1,176
8/25/2004,RUNAWAY JUVENILE ,SCHENCK DRIVE ,23188,300,1,176
11/27/2015,RUNAWAY JUVENILE ,SCHENCK DRIVE ,23188,300,1,176
12/9/2015,RUNAWAY JUVENILE ,SCHENCK DRIVE ,23188,300,1,176
5/15/2004,CITIZEN REQUESTED ASSISTANCE ,SCHENCK DRIVE & ROCHAMBEAU ,23188,300,1,176
1/18/2004,RUNAWAY JUVENILE ,SKIMINO ROAD ,23188,300,1,189
3/14/2004,CITIZEN REQUESTED ASSISTANCE ,SKIMINO ROAD ,23188,300,1,189
3/23/2004,CITIZEN REQUESTED ASSISTANCE ,SKIMINO ROAD ,23188,300,1,189
5/19/2004,CREDIT CARD FRAUD ,SKIMINO ROAD ,23188,300,1,189
6/15/2004,TRESPASSING ,SKIMINO ROAD ,23188,300,1,189
7/3/2004,ATTEMPTED SUICIDE ,SKIMINO ROAD ,23188,300,1,189
8/30/2004,"ASSAULT, SIMPLE, DOMESTIC ",SKIMINO ROAD ,23188,300,1,189
11/6/2015,"ASSAULT, SIMPLE ",SKIMINO ROAD ,23188,300,1,189
11/24/2015,NO DRIVERS LICENSE ,SKIMINO ROAD ,23188,300,1,189
11/24/2015,UNAUTHORIZED USE OF VEHICLE ,SKIMINO ROAD ,23188,300,1,189
5/31/2004,ANNOYING PHONE CALLS ,THOMAS ROAD ,23188,300,1,14
3/18/2004,PETIT LARCENY ,TUDOR ROAD ,23188,300,1,5
7/14/2004,LOST PROPERTY ,WESTMINSTER PLACE ,23188,300,1,5
4/14/2004,PETIT LARCENY ,WICHITA LANE ,23188,300,1,190
8/14/2004,CITIZEN REQUESTED ASSISTANCE ,WICHITA LANE ,23188,300,1,190
2/25/2004,CITIZEN REQUESTED ASSISTANCE ,WILKINSON DRIVE ,23188,300,1,176
