Address,DateTime,Number,Type,Category
3100 BLOCK PEPPERS FERRY RD,2016-01-29,2016-00001351,Radar,Traffic
NOLEN RD  / PEPPERS FERRY RD,2016-01-29,2016-00001818,Traffic Stop,Traffic
3800 BLOCK RINER RD,2016-01-29,2016-00001380,Traffic Stop,Traffic
3000 BLOCK MEADOW CREEK RD,2016-01-29,2016-00001382,Motor Vehicle Crash- W/Injuries,Traffic
3000 BLOCK MEADOW CREEK RD,2016-01-29,2016-00000011,Motor Vehicle Crash- W/Injuries,Traffic
3000 BLOCK MEADOW CREEK RD,2016-01-29,2016-00000044,Motor Vehicle Crash- W/Injuries,Traffic
PEPPERS FERRY RD  / NOLEN RD,2016-01-29,2016-00001835,Traffic Stop,Traffic
,2016-01-29,2016-00001844,Traffic Stop,Traffic
ROANOKE RD  / OLD ROANOKE RD,2016-01-29,2016-00001391,Traffic Stop,Traffic
NORTH FORK RD  / REESE MOUNTAIN RD,2016-01-29,2016-00001393,DUI,Traffic
100 BLOCK JENNELLE RD,2016-01-29,2016-00001395,Traffic Stop,Traffic
3700 BLOCK RADFORD RD,2016-01-29,2016-00001399,Traffic Stop,Traffic
1400 BLOCK RADFORD RD,2016-01-29,2016-00001403,Traffic Stop,Traffic
ROANOKE RD  / OLD ROANOKE RD,2016-01-29,2016-00001407,Traffic Stop,Traffic
PRICES FORK RD  / THOMAS LN,2016-01-29,2016-00001408,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2016-01-30,2016-00001413,Traffic Stop,Traffic
4000 BLOCK RINER RD,2016-01-30,2016-00001414,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2016-01-30,2016-00001415,Traffic Stop,Traffic
1600 BLOCK AUBURN SCHOOL DR,2016-01-30,2016-00001416,Traffic Stop,Traffic
PRICES FORK RD  / DOUBLETREE LN,2016-01-30,2016-00001422,Traffic Stop,Traffic
2900 BLOCK RADFORD RD,2016-01-30,2016-00001424,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2016-01-30,2016-00001425,Traffic Stop,Traffic
5100 BLOCK NORTH FORK RD,2016-01-30,2016-00001430,Motor Vehicle Crash,Traffic
PEPPERS FERRY RD  / NOLEN RD,2016-01-30,2016-00001888,Traffic Stop,Traffic
2500 BLOCK TYLER RD,2016-01-30,2016-00001440,Motor Vehicle Crash,Traffic
1400 BLOCK RADFORD RD,2016-01-30,2016-00001890,Traffic Stop,Traffic
9300 BLOCK ROANOKE RD,2016-01-30,2016-00001455,Traffic Stop,Traffic
700 BLOCK DEN HILL RD,2016-01-30,2016-00001457,Motor Vehicle Crash,Traffic
700 BLOCK DEN HILL RD,2016-01-30,2016-00001460,Motor Vehicle Crash- W/Injuries,Traffic
700 BLOCK DEN HILL RD,2016-01-30,2016-00000193,Motor Vehicle Crash- W/Injuries,Traffic
,2016-01-31,2016-00001462,Traffic Stop,Traffic
CRIMSON DR  / PANDAPAS POND RD,2016-01-31,2016-00001257,Motor Vehicle Crash,Traffic
CRIMSON DR  / PANDAPAS POND RD,2016-01-31,2016-00001464,Motor Vehicle Crash,Traffic
PEPPERS FERRY RD  / DOMINION DR,2016-01-31,2016-00001463,Traffic Stop,Traffic
2200 BLOCK CRAIG CREEK RD,2016-01-31,2016-00001467,Motor Vehicle Crash,Traffic
1300 BLOCK ROCK RD,2016-01-31,2016-00001473,Motor Vehicle Crash,Traffic
400 BLOCK BRANCH RD SE RT 460 BYPASS EBL,2016-01-31,2016-00001967,Traffic Stop,Traffic
DOMINION DR  / PEPPERS FERRY RD,2016-01-31,2016-00001969,Traffic Stop,Traffic
2000 BLOCK PEPPERS FERRY RD,2016-01-31,2016-00001971,Traffic Stop,Traffic
FAIRVIEW CHURCH RD / DAIRY RD,2016-01-31,2016-00001480,Motor Vehicle Crash,Traffic
ROANOKE RD  / CROZIER RD,2016-01-31,2016-00001481,Traffic Hazard,Traffic
3900 BLOCK SOUTH MAIN ST,2016-01-31,2016-00001484,Traffic Stop,Traffic
4400 BLOCK BRUSH CREEK RD,2016-01-31,2016-00001489,Hit and Run,Traffic
4600 BLOCK PRICES FORK RD,2016-02-01,2016-00001494,Motor Vehicle Crash- W/Injuries,Traffic
4600 BLOCK PRICES FORK RD,2016-02-01,2016-00001286,Motor Vehicle Crash- W/Injuries,Traffic
4600 BLOCK PRICES FORK RD,2016-02-01,2016-00000090,Motor Vehicle Crash- W/Injuries,Traffic
4600 BLOCK PRICES FORK RD,2016-02-01,2016-00000207,Motor Vehicle Crash- W/Injuries,Traffic
4800 BLOCK PILOT RD,2016-02-01,2016-00001501,Motor Vehicle Crash,Traffic
2100 BLOCK PEPPERS FERRY RD,2016-02-01,2016-00001512,Traffic Stop,Traffic
4100 BLOCK PANDAPAS POND RD,2016-02-01,2016-00001515,Motor Vehicle Crash,Traffic
,2016-02-01,2016-00000012,Motor Vehicle Crash- W/Injuries,Traffic
,2016-02-01,2016-00000048,Motor Vehicle Crash- W/Injuries,Traffic
,2016-02-01,2016-00000319,Motor Vehicle Crash- W/Injuries,Traffic
,2016-02-01,2016-00000058,Motor Vehicle Crash- W/Injuries,Traffic
1800 BLOCK PEPPERS FERRY RD,2016-02-01,2016-00001538,Motor Vehicle Crash- W/Injuries,Traffic
1800 BLOCK PEPPERS FERRY RD,2016-02-01,2016-00000322,Motor Vehicle Crash- W/Injuries,Traffic
700 BLOCK TRIANGLE ST,2016-02-01,2016-00001543,Hit and Run,Traffic
1200 BLOCK ALLEGHANY SPRING RD,2016-02-01,2016-00001548,DUI,Traffic
1200 BLOCK ALLEGHANY SPRING RD,2016-02-01,2016-00000017,Motor Vehicle Crash- W/Injuries,Traffic
1200 BLOCK ALLEGHANY SPRING RD,2016-02-01,2016-00000065,Motor Vehicle Crash- W/Injuries,Traffic
FAIRVIEW CHURCH RD / DAIRY RD,2016-02-02,2016-00001562,Traffic Hazard,Traffic
ROANOKE RD  / GRAHAM ST,2016-02-02,2016-00001567,Traffic Stop,Traffic
4700 BLOCK NORTH FORK RD,2016-02-02,2016-00001589,Traffic Hazard,Traffic
RADFORD RD  / ROCK RD,2016-02-02,2016-00001592,Reckless Driving,Traffic
8500 BLOCK ROANOKE RD,2016-02-02,2016-00001594,Traffic Stop,Traffic
6900 BLOCK ROANOKE RD,2016-02-02,2016-00001596,Traffic Stop,Traffic
SMITH CREEK RD  / EAGLEBROOK RD,2016-02-02,2016-00001603,Motor Vehicle Crash,Traffic
RUSTIC RIDGE RD  / CREEKSIDE LN,2016-02-02,2016-00001607,Traffic Hazard,Traffic
PEPPERS FERRY RD  / NOLEN RD,2016-02-02,2016-00002133,Traffic Stop,Traffic
2300 BLOCK TYLER RD,2016-02-02,2016-00001617,Traffic Stop,Traffic
3900 BLOCK SOUTH MAIN ST,2016-02-02,2016-00001388,Traffic Stop,Traffic
4000 BLOCK NORTH FORK RD,2016-02-03,2016-00001649,Motor Vehicle Crash,Traffic
5100 BLOCK NORTH FORK RD,2016-02-03,2016-00001651,Traffic Hazard,Traffic
3900 BLOCK BRADSHAW RD,2016-02-03,2016-00001653,Traffic Hazard,Traffic
5200 BLOCK PRICES FORK RD,2016-02-03,2016-00001650,Traffic Hazard,Traffic
2300 BLOCK NORTH FORK RD,2016-02-03,2016-00001658,Traffic Hazard,Traffic
2000 BLOCK PEPPERS FERRY RD,2016-02-03,2016-00001663,Motor Vehicle Crash- W/Injuries,Traffic
2000 BLOCK PEPPERS FERRY RD,2016-02-03,2016-00002171,Motor Vehicle Crash- W/Injuries,Traffic
2000 BLOCK PEPPERS FERRY RD,2016-02-03,2016-00000064,Motor Vehicle Crash- W/Injuries,Traffic
2000 BLOCK PEPPERS FERRY RD,2016-02-03,2016-00000340,Motor Vehicle Crash- W/Injuries,Traffic
,2016-02-03,2016-00001672,Traffic Stop,Traffic
3400 BLOCK TYLER RD,2016-02-03,2016-00001673,Motor Vehicle Crash,Traffic
ROANOKE RD  / GRAHAM ST,2016-02-03,2016-00001675,Motor Vehicle Crash,Traffic
PRICES FORK RD  / MERRIMAC RD,2016-02-03,2016-00001678,Traffic Stop,Traffic
PRICES FORK RD  / TUCKER RD,2016-02-03,2016-00001681,Traffic Stop,Traffic
3600 BLOCK RADFORD RD,2016-02-03,2016-00001683,Traffic Stop,Traffic
NORTH FORK RD  / FOX HOLLOW RD,2016-02-03,2016-00001688,Traffic Stop,Traffic
VICKER SWITCH RD  / PEPPERS FERRY RD,2016-02-04,2016-00002279,Traffic Stop,Traffic
3900 BLOCK PRICES FORK RD,2016-02-04,2016-00001728,Traffic Stop,Traffic
4300 BLOCK RINER RD,2016-02-04,2016-00001739,Traffic Stop,Traffic
4300 BLOCK RINER RD,2016-02-04,2016-00001740,Traffic Stop,Traffic
PRICES FORK RD  / BRUNSWICK DR,2016-02-04,2016-00001752,Traffic Stop,Traffic
6600 BLOCK ROANOKE RD,2016-02-04,2016-00001755,Traffic Stop,Traffic
4500 BLOCK EASTERN MONTGOMERY LN,2016-02-04,2016-00001756,Traffic Stop,Traffic
3400 BLOCK PEPPERS FERRY RD,2016-02-04,2016-00001758,Traffic Stop,Traffic
2700 BLOCK RADFORD RD,2016-02-04,2016-00001760,Traffic Stop,Traffic
800 BLOCK FRIENDSHIP RD,2016-02-04,2016-00001761,Traffic Stop,Traffic
4500 BLOCK EASTERN MONTGOMERY LN,2016-02-04,2016-00001766,Traffic Stop,Traffic
WALTON RD  / HAWLEY RD,2016-02-04,2016-00001767,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2016-02-04,2016-00001773,Traffic Stop,Traffic
PEPPERS FERRY RD  / SHAMROCK CIR,2016-02-05,2016-00001787,Traffic Stop,Traffic
900 BLOCK LUSTERS GATE RD,2016-02-05,2016-00001794,Traffic Stop,Traffic
DEN HILL RD  / NORTH FORK RD,2016-02-05,2016-00001795,Traffic Stop,Traffic
2300 BLOCK PILOT RD,2016-02-05,2016-00001796,Motor Vehicle Crash,Traffic
2300 BLOCK PILOT RD,2016-02-05,2016-00001797,Motor Vehicle Crash,Traffic
900 BLOCK LUSTERS GATE RD,2016-02-05,2016-00001799,Traffic Stop,Traffic
LUSTERS GATE RD  / TAYLOR HOLLOW RD,2016-02-05,2016-00001800,Traffic Stop,Traffic
NORTH FORK RD  / REESE MOUNTAIN RD,2016-02-05,2016-00001803,Motor Vehicle Crash- W/Injuries,Traffic
NORTH FORK RD  / REESE MOUNTAIN RD,2016-02-05,2016-00000022,Motor Vehicle Crash- W/Injuries,Traffic
NORTH FORK RD  / REESE MOUNTAIN RD,2016-02-05,2016-00000077,Motor Vehicle Crash- W/Injuries,Traffic
2300 BLOCK PILOT RD,2016-02-05,2016-00001810,Motor Vehicle Crash,Traffic
ROANOKE RD  / WALNUT GROVE RD,2016-02-05,2016-00001811,Radar,Traffic
1600 BLOCK PEPPERS FERRY RD,2016-02-05,2016-00002383,Traffic Stop,Traffic
2400 BLOCK PEPPERS FERRY RD,2016-02-05,2016-00001821,Traffic Stop,Traffic
ROANOKE RD  / BRAKE RD,2016-02-05,2016-00001839,Radar,Traffic
,2016-02-05,2016-00001842,Traffic Stop,Traffic
600 BLOCK MOUNT PLEASANT RD,2016-02-05,2016-00000070,Motor Vehicle Crash- W/Injuries,Traffic
600 BLOCK MOUNT PLEASANT RD,2016-02-05,2016-00000374,Motor Vehicle Crash- W/Injuries,Traffic
2900 BLOCK RADFORD RD,2016-02-05,2016-00001845,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2016-02-05,2016-00001848,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2016-02-05,2016-00001850,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2016-02-05,2016-00001851,Traffic Stop,Traffic
MCCOY RD  / TUCKER RD,2016-02-05,2016-00001852,Traffic Stop,Traffic
LIFE DR  / RINER RD,2016-02-05,2016-00002430,Traffic Stop,Traffic
3000 BLOCK RINER RD,2016-02-05,2016-00002435,Traffic Stop,Traffic
NOLEN RD  / PEPPERS FERRY RD,2016-02-05,2016-00002436,Traffic Stop,Traffic
NORTH FORK RD  / MINTER RD,2016-02-05,2016-00001863,Motor Vehicle Crash,Traffic
NORTH FORK RD  / MINTER RD,2016-02-06,2016-00000078,Motor Vehicle Crash- W/Injuries,Traffic
4300 BLOCK PRICES FORK RD,2016-02-06,2016-00001877,Traffic Stop,Traffic
ROANOKE RD  / COVE HOLLOW RD,2016-02-06,2016-00001885,Traffic Stop,Traffic
1700 BLOCK PEPPERS FERRY RD,2016-02-06,2016-00002479,Traffic Stop,Traffic
MCCOY RD  / STERLING DR,2016-02-06,2016-00001898,Traffic Stop,Traffic
RINER RD  / LIFE DR,2016-02-06,2016-00001900,Motor Vehicle Crash,Traffic
INDIAN VALLEY RD / PINEY WOODS RD,2016-02-06,2016-00001913,Traffic Hazard,Traffic
1700 BLOCK TYLER RD,2016-02-06,2016-00001918,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2016-02-06,2016-00001923,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2016-02-06,2016-00001925,Traffic Stop,Traffic
4900 BLOCK PRICES FORK RD,2016-02-06,2016-00001926,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2016-02-06,2016-00001927,Traffic Stop,Traffic
GLADE RD  / BOBCAT LN,2016-02-06,2016-00001632,Traffic Stop,Traffic
PRICES FORK RD  / THOMAS LN,2016-02-06,2016-00001929,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2016-02-06,2016-00001930,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2016-02-06,2016-00001931,Traffic Stop,Traffic
2100 BLOCK GARDNER ST,2016-02-06,2016-00001933,Traffic Stop,Traffic
RINER RD  / BLACKBERRY RD,2016-02-06,2016-00001936,DUI,Traffic
3900 BLOCK SOUTH MAIN ST,2016-02-06,2016-00001638,Traffic Stop,Traffic
HAYWOOD LN  / MERRIMAC RD,2016-02-06,2016-00001943,DUI,Traffic
400 BLOCK CROSSOVER SOUTH MAIN ST,2016-02-06,2016-00002542,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2016-02-07,2016-00001953,Traffic Stop,Traffic
NOLEN RD  / PEPPERS FERRY RD,2016-02-07,2016-00002553,Traffic Stop,Traffic
2000 BLOCK PEPPERS FERRY RD,2016-02-07,2016-00002554,Traffic Stop,Traffic
DOMINION DR  / PEPPERS FERRY RD,2016-02-07,2016-00002555,Traffic Stop,Traffic
ROANOKE RD  / EASTERN MONTGOMERY LN,2016-02-07,2016-00001960,Traffic Stop,Traffic
1600 BLOCK PEPPERS FERRY RD,2016-02-07,2016-00002580,Traffic Stop,Traffic
ROANOKE RD  / COVE HOLLOW RD,2016-02-07,2016-00001969,Traffic Stop,Traffic
MCCOY RD  / CENTENNIAL RD,2016-02-07,2016-00001979,Motor Vehicle Crash,Traffic
PRICES FORK RD  / MERRIMAC RD,2016-02-08,2016-00001713,Traffic Stop,Traffic
900 BLOCK LUSTERS GATE RD,2016-02-08,2016-00002012,Traffic Stop,Traffic
900 BLOCK LUSTERS GATE RD,2016-02-08,2016-00002014,Traffic Stop,Traffic
900 BLOCK LUSTERS GATE RD,2016-02-08,2016-00002016,Traffic Stop,Traffic
LCW LN  / LUSTERS GATE RD,2016-02-08,2016-00002017,Traffic Stop,Traffic
PLANK DR  / LUSTERS GATE RD,2016-02-08,2016-00002023,Traffic Stop,Traffic
,2016-02-08,2016-00002028,Traffic Stop,Traffic
3800 BLOCK RADFORD RD,2016-02-08,2016-00002033,Traffic Stop,Traffic
2500 BLOCK TYLER RD,2016-02-08,2016-00002274,Traffic Stop,Traffic
2700 BLOCK ELLETT RD,2016-02-08,2016-00002068,Traffic Stop,Traffic
LUSTERS GATE RD  / LCW LN,2016-02-08,2016-00002070,Traffic Stop,Traffic
900 BLOCK LUSTERS GATE RD,2016-02-08,2016-00002072,Traffic Stop,Traffic
OLD PIKE RD  / BASHAM RD,2016-02-08,2016-00002073,Traffic Stop,Traffic
OLD PIKE RD  / BASHAM RD,2016-02-08,2016-00002075,Traffic Stop,Traffic
700 BLOCK SWITCHBACK RD,2016-02-08,2016-00002076,Motor Vehicle Crash,Traffic
5500 BLOCK PRICES FORK RD,2016-02-08,2016-00002078,Motor Vehicle Crash,Traffic
RADFORD RD  / GUNSTON RD,2016-02-08,2016-00002079,Motor Vehicle Crash,Traffic
2200 BLOCK PEPPERS FERRY RD,2016-02-08,2016-00002080,Motor Vehicle Crash- W/Injuries,Traffic
2200 BLOCK PEPPERS FERRY RD,2016-02-08,2016-00000073,Motor Vehicle Crash- W/Injuries,Traffic
2200 BLOCK PEPPERS FERRY RD,2016-02-08,2016-00000405,Motor Vehicle Crash- W/Injuries,Traffic
2200 BLOCK PEPPERS FERRY RD,2016-02-08,2016-00002082,Motor Vehicle Crash,Traffic
3500 BLOCK MCCOY RD,2016-02-08,2016-00002084,Motor Vehicle Crash- W/Injuries,Traffic
3500 BLOCK MCCOY RD,2016-02-08,2016-00000004,Motor Vehicle Crash- W/Injuries,Traffic
3500 BLOCK MCCOY RD,2016-02-08,2016-00000015,Motor Vehicle Crash- W/Injuries,Traffic
7600 BLOCK ROANOKE RD,2016-02-09,2016-00002095,Traffic Stop,Traffic
2900 BLOCK ALLEGHANY SPRING RD,2016-02-09,2016-00002113,Motor Vehicle Crash- W/Injuries,Traffic
2900 BLOCK ALLEGHANY SPRING RD,2016-02-09,2016-00000024,Motor Vehicle Crash- W/Injuries,Traffic
2900 BLOCK ALLEGHANY SPRING RD,2016-02-09,2016-00000085,Motor Vehicle Crash- W/Injuries,Traffic
2900 BLOCK ALLEGHANY SPRING RD,2016-02-09,2016-00000074,Motor Vehicle Crash- W/Injuries,Traffic
2900 BLOCK ALLEGHANY SPRING RD,2016-02-09,2016-00000411,Motor Vehicle Crash- W/Injuries,Traffic
6400 BLOCK ROANOKE RD,2016-02-09,2016-00002118,Traffic Stop,Traffic
PEPPERS FERRY RD  / NOLEN RD,2016-02-09,2016-00002735,Traffic Stop,Traffic
JENNELLE RD / ELLETT RD,2016-02-09,2016-00002122,Traffic Stop,Traffic
ELLETT RD / JENNELLE RD,2016-02-09,2016-00002127,Traffic Stop,Traffic
LUSTERS GATE RD  / LCW LN,2016-02-10,2016-00002143,Traffic Stop,Traffic
900 BLOCK LUSTERS GATE RD,2016-02-10,2016-00002146,Traffic Stop,Traffic
LUSTERS GATE RD  / LCW LN,2016-02-10,2016-00002149,Traffic Stop,Traffic
900 BLOCK LUSTERS GATE RD,2016-02-10,2016-00002152,Traffic Stop,Traffic
PEPPERS FERRY RD  / NOLEN RD,2016-02-10,2016-00002774,Traffic Stop,Traffic
PEPPERS FERRY RD  / NOLEN RD,2016-02-10,2016-00002797,Traffic Stop,Traffic
PRICES FORK RD  / MCCOY RD,2016-02-10,2016-00002179,Motor Vehicle Crash,Traffic
2000 BLOCK PEPPERS FERRY RD,2016-02-10,2016-00002184,Motor Vehicle Crash,Traffic
900 BLOCK LUSTERS GATE RD,2016-02-10,2016-00002189,Traffic Stop,Traffic
RINER RD  / MEADOW CREEK RD,2016-02-10,2016-00002195,Reckless Driving,Traffic
3400 BLOCK PEPPERS FERRY RD,2016-02-10,2016-00002203,Reckless Driving,Traffic
LUSTERS GATE RD  / LCW LN,2016-02-11,2016-00002237,Traffic Stop,Traffic
900 BLOCK LUSTERS GATE RD,2016-02-11,2016-00002238,Traffic Stop,Traffic
HELM DR  / ROANOKE RD,2016-02-11,2016-00002241,Traffic Hazard,Traffic
900 BLOCK LUSTERS GATE RD,2016-02-11,2016-00002245,Traffic Stop,Traffic
ROANOKE RD  / SENECA HOLLOW RD,2016-02-11,2016-00002246,Traffic Stop,Traffic
BRAKE RD  / ROANOKE RD,2016-02-11,2016-00002258,Radar,Traffic
4500 BLOCK EASTERN MONTGOMERY LN,2016-02-11,2016-00002270,Radar,Traffic
PEPPERS FERRY RD / PRICES FORK RD,2016-02-11,2016-00002271,Traffic Stop,Traffic
ROANOKE RD  / RIFFE ST,2016-02-11,2016-00002272,Traffic Stop,Traffic
1600 BLOCK PEPPERS FERRY RD,2016-02-11,2016-00002863,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2016-02-11,2016-00002274,Traffic Stop,Traffic
1600 BLOCK PEPPERS FERRY RD,2016-02-11,2016-00002864,Traffic Stop,Traffic
4500 BLOCK OLD PIKE RD,2016-02-11,2016-00002277,Traffic Stop,Traffic
RADFORD RD  / ROCK RD,2016-02-11,2016-00002279,Reckless Driving,Traffic
PEPPERS FERRY RD  / CRABAPPLE RD,2016-02-11,2016-00002280,Traffic Stop,Traffic
4500 BLOCK OLD PIKE RD,2016-02-11,2016-00002282,Traffic Stop,Traffic
4500 BLOCK OLD PIKE RD,2016-02-11,2016-00002283,Traffic Stop,Traffic
900 BLOCK LUSTERS GATE RD,2016-02-11,2016-00002284,Traffic Stop,Traffic
900 BLOCK LUSTERS GATE RD,2016-02-11,2016-00002286,Traffic Stop,Traffic
OLD PIKE RD  / OAK CREEK LN,2016-02-11,2016-00002287,Traffic Stop,Traffic
OLD PIKE RD  / OAK CREEK LN,2016-02-11,2016-00002288,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2016-02-11,2016-00002290,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2016-02-11,2016-00002291,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2016-02-11,2016-00002292,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2016-02-11,2016-00002293,Traffic Stop,Traffic
2100 BLOCK PEPPERS FERRY RD,2016-02-11,2016-00002302,Traffic Stop,Traffic
PEPPERS FERRY RD  / ARSENAL CIR,2016-02-11,2016-00002307,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2016-02-12,2016-00002311,Traffic Stop,Traffic
2300 BLOCK TYLER RD,2016-02-12,2016-00002314,Traffic Stop,Traffic
2300 BLOCK TYLER RD,2016-02-12,2016-00002316,Traffic Stop,Traffic
900 BLOCK LUSTERS GATE RD,2016-02-12,2016-00002317,Traffic Stop,Traffic
900 BLOCK LUSTERS GATE RD,2016-02-12,2016-00002319,Traffic Stop,Traffic
PEPPERS FERRY RD / PRICES FORK RD,2016-02-12,2016-00002324,Traffic Stop,Traffic
PEPPERS FERRY RD / PRICES FORK RD,2016-02-12,2016-00002329,Traffic Stop,Traffic
HARDING RD  / HAPPY HOLLOW RD,2016-02-12,2016-00002333,Traffic Stop,Traffic
2900 BLOCK RADFORD RD,2016-02-12,2016-00002343,Traffic Stop,Traffic
ROANOKE RD  / WAYSIDE DR,2016-02-12,2016-00002368,Traffic Stop,Traffic
ROANOKE RD  / DEN HILL RD,2016-02-12,2016-00002376,Reckless Driving,Traffic
1100 BLOCK MISTY HILLS CIR,2016-02-12,2016-00002379,Traffic Stop,Traffic
DEERCROFT DR  / LUSTERS GATE RD,2016-02-12,2016-00002382,Traffic Stop,Traffic
1100 BLOCK LUSTERS GATE RD,2016-02-12,2016-00002383,Traffic Stop,Traffic
900 BLOCK LUSTERS GATE RD,2016-02-12,2016-00002385,Traffic Stop,Traffic
PILOT RD / SMITH CREEK RD,2016-02-12,2016-00002392,Traffic Stop,Traffic
ROANOKE RD  / CROZIER RD,2016-02-12,2016-00002397,Reckless Driving,Traffic
MCCOY RD  / KEISTERS BRANCH RD,2016-02-13,2016-00002405,Traffic Stop,Traffic
3900 BLOCK SOUTH MAIN ST,2016-02-13,2016-00002419,Motor Vehicle Crash,Traffic
PEPPERS FERRY RD / PRICES FORK RD,2016-02-13,2016-00002425,Reckless Driving,Traffic
6400 BLOCK INDIAN VALLEY RD,2016-02-13,2016-00002434,Motor Vehicle Crash,Traffic
HIGHTOP RD  / MADDY DR,2016-02-13,2016-00002437,Traffic Stop,Traffic
2400 BLOCK PEPPERS FERRY RD,2016-02-13,2016-00002442,Traffic Stop,Traffic
PRICES FORK RD / PEPPERS FERRY RD,2016-02-13,2016-00002444,Traffic Stop,Traffic
PEPPERS FERRY RD  / ROLLING HILLS DR,2016-02-13,2016-00002446,Traffic Stop,Traffic
PEPPERS FERRY RD  / BELVIEW DR,2016-02-13,2016-00002448,Traffic Stop,Traffic
1600 BLOCK PEPPERS FERRY RD,2016-02-13,2016-00002450,Traffic Stop,Traffic
1800 BLOCK PEPPERS FERRY RD,2016-02-13,2016-00002451,Traffic Stop,Traffic
PRICES FORK RD  / STRATFORD VIEW DR,2016-02-14,2016-00002455,Traffic Stop,Traffic
1500 BLOCK RADFORD RD,2016-02-14,2016-00002461,Traffic Stop,Traffic
10400 BLOCK ROANOKE RD,2016-02-14,2016-00002468,Reckless Driving,Traffic
MOUNT TABOR RD  / SHADY GROVE LN,2016-02-14,2016-00002471,Motor Vehicle Crash,Traffic
,2016-02-14,2016-00000027,Motor Vehicle Crash- W/Injuries,Traffic
,2016-02-14,2016-00000095,Motor Vehicle Crash- W/Injuries,Traffic
,2016-02-14,2016-00000474,Motor Vehicle Crash- W/Injuries,Traffic
,2016-02-14,2016-00000086,Motor Vehicle Crash- W/Injuries,Traffic
1100 BLOCK JENNELLE RD,2016-02-14,2016-00002478,Motor Vehicle Crash,Traffic
2500 BLOCK RINER RD,2016-02-14,2016-00002479,Motor Vehicle Crash,Traffic
1900 BLOCK ALLEGHANY SPRING RD,2016-02-14,2016-00002480,Motor Vehicle Crash,Traffic
WALTON RD  / HAWLEY RD,2016-02-14,2016-00002484,Motor Vehicle Crash,Traffic
PRICES FORK RD  / COAL HOLLOW RD,2016-02-14,2016-00002486,Motor Vehicle Crash,Traffic
4600 BLOCK PRICES FORK RD,2016-02-14,2016-00002488,Motor Vehicle Crash,Traffic
,2016-02-15,2016-00002491,Motor Vehicle Crash,Traffic
,2016-02-15,2016-00002494,Motor Vehicle Crash- W/Injuries,Traffic
,2016-02-15,2016-00000480,Motor Vehicle Crash- W/Injuries,Traffic
2800 BLOCK SENECA HOLLOW RD,2016-02-15,2016-00002499,Motor Vehicle Crash- W/Injuries,Traffic
2800 BLOCK SENECA HOLLOW RD,2016-02-15,2016-00000028,Motor Vehicle Crash- W/Injuries,Traffic
2800 BLOCK SENECA HOLLOW RD,2016-02-15,2016-00000098,Motor Vehicle Crash- W/Injuries,Traffic
2800 BLOCK SENECA HOLLOW RD,2016-02-15,2016-00000123,Motor Vehicle Crash- W/Injuries,Traffic
,2016-02-15,2016-00000312,Motor Vehicle Crash- W/Injuries,Traffic
,2016-02-15,2016-00000124,Motor Vehicle Crash- W/Injuries,Traffic
1400 BLOCK HARDING RD,2016-02-15,2016-00002504,Motor Vehicle Crash,Traffic
,2016-02-15,2016-00000089,Motor Vehicle Crash- W/Injuries,Traffic
,2016-02-15,2016-00000491,Motor Vehicle Crash- W/Injuries,Traffic
,2016-02-15,2016-00002515,Motor Vehicle Crash- W/Injuries,Traffic
,2016-02-15,2016-00000493,Motor Vehicle Crash- W/Injuries,Traffic
,2016-02-15,2016-00000090,Motor Vehicle Crash- W/Injuries,Traffic
,2016-02-15,2016-00000494,Motor Vehicle Crash- W/Injuries,Traffic
,2016-02-15,2016-00000091,Motor Vehicle Crash- W/Injuries,Traffic
2300 BLOCK RINER RD,2016-02-15,2016-00002519,Motor Vehicle Crash,Traffic
3600 BLOCK ALLEGHANY SPRING RD,2016-02-15,2016-00002550,Hit and Run,Traffic
2400 BLOCK PEPPERS FERRY RD,2016-02-16,2016-00002528,Motor Vehicle Crash,Traffic
9800 BLOCK ROANOKE RD,2016-02-16,2016-00002535,Traffic Hazard,Traffic
ROANOKE RD  / EASTERN MONTGOMERY LN,2016-02-16,2016-00002537,Motor Vehicle Crash,Traffic
RADFORD RD  / PLUM CREEK RD,2016-02-16,2016-00002540,Motor Vehicle Crash,Traffic
1000 BLOCK SHOWALTER DR,2016-02-16,2016-00002541,Motor Vehicle Crash,Traffic
