Address,DateTime,Number,Type,Category
RIFFE ST / ROANOKE RD,2018-03-12,2018-00004577,Traffic Stop,Traffic
,2018-03-12,2018-00004578,Motor Vehicle Crash- W/Injuries,Traffic
,2018-03-12,2018-00000836,Motor Vehicle Crash- W/Injuries,Traffic
,2018-03-12,2018-00000211,Motor Vehicle Crash- W/Injuries,Traffic
4300 BLOCK PRICES FORK RD,2018-03-12,2018-00004579,Traffic Hazard,Traffic
5200 BLOCK PRICES FORK RD,2018-03-12,2018-00004580,Motor Vehicle Crash,Traffic
3300 BLOCK MUD PIKE,2018-03-12,2018-00004582,Motor Vehicle Crash- W/Injuries,Traffic
3300 BLOCK MUD PIKE,2018-03-12,2018-00000838,Motor Vehicle Crash- W/Injuries,Traffic
3300 BLOCK MUD PIKE,2018-03-12,2018-00000212,Motor Vehicle Crash- W/Injuries,Traffic
4600 BLOCK PRICES FORK RD,2018-03-12,2018-00004584,Motor Vehicle Crash,Traffic
4600 BLOCK PRICES FORK RD,2018-03-12,2018-00004583,Motor Vehicle Crash,Traffic
4700 BLOCK RINER RD,2018-03-12,2018-00004585,Motor Vehicle Crash,Traffic
MUD PIKE  / SEVEN MILE TREE RD,2018-03-12,2018-00004590,Motor Vehicle Crash,Traffic
PINEY WOODS RD  / CHILDRESS RD,2018-03-12,2018-00004587,Traffic Hazard,Traffic
PRICES FORK RD  / MCCOY RD,2018-03-12,2018-00004586,Motor Vehicle Crash,Traffic
2600 BLOCK MEADOW CREEK RD,2018-03-12,2018-00004591,Motor Vehicle Crash,Traffic
,2018-03-12,2018-00000840,Motor Vehicle Crash- W/Injuries,Traffic
,2018-03-12,2018-00000213,Motor Vehicle Crash- W/Injuries,Traffic
,2018-03-12,2018-00005473,Motor Vehicle Crash- W/Injuries,Traffic
,2018-03-12,2018-00004596,Motor Vehicle Crash- W/Injuries,Traffic
,2018-03-12,2018-00003880,Motor Vehicle Crash,Traffic
,2018-03-12,2018-00004598,Motor Vehicle Crash,Traffic
,2018-03-12,2018-00004603,Motor Vehicle Crash,Traffic
,2018-03-12,2018-00005481,Motor Vehicle Crash,Traffic
,2018-03-12,2018-00005483,Motor Vehicle Crash,Traffic
,2018-03-12,2018-00004609,Traffic Stop,Traffic
1400 BLOCK JENNELLE RD,2018-03-12,2018-00004612,Traffic Stop,Traffic
6600 BLOCK ROANOKE RD,2018-03-12,2018-00004615,Traffic Stop,Traffic
1700 BLOCK WALTON RD,2018-03-12,2018-00004621,Traffic Stop,Traffic
,2018-03-13,2018-00004623,Traffic Stop,Traffic
,2018-03-13,2018-00004625,Hit and Run,Traffic
TYLER RD  / STANLEY RD,2018-03-13,2018-00004626,Traffic Stop,Traffic
PEPPERS FERRY RD  / CRABAPPLE RD,2018-03-13,2018-00004627,Traffic Stop,Traffic
NOLEN RD  / PEPPERS FERRY RD,2018-03-13,2018-00005525,Traffic Stop,Traffic
1200 BLOCK ROCK RD,2018-03-13,2018-00004633,Reckless Driving,Traffic
,2018-03-13,2018-00004636,Motor Vehicle Crash,Traffic
1900 BLOCK PEPPERS FERRY RD,2018-03-13,2018-00004641,Motor Vehicle Crash,Traffic
1600 BLOCK AUBURN SCHOOL DR,2018-03-13,2018-00004645,Motor Vehicle Crash,Traffic
000 BLOCK RD INTERSTATE 81 S RAMP,2018-03-13,2018-00004651,Traffic Stop,Traffic
,2018-03-13,2018-00005539,Traffic Stop,Traffic
2600 BLOCK BLOSSOM TRL E,2018-03-13,2018-00004662,Hit and Run,Traffic
1600 BLOCK PEPPERS FERRY RD,2018-03-13,2018-00005554,Traffic Stop,Traffic
RADFORD RD  / SILVER LAKE RD,2018-03-13,2018-00005555,Traffic Stop,Traffic
3000 BLOCK RINER RD,2018-03-13,2018-00004672,Traffic Stop,Traffic
ROANOKE RD / DARK RUN RD,2018-03-13,2018-00004673,Traffic Stop,Traffic
4500 BLOCK PILOT RD,2018-03-13,2018-00004676,DUI,Traffic
RINER RD  / RIVER RIDGE LN,2018-03-14,2018-00004682,Reckless Driving,Traffic
4500 BLOCK EASTERN MONTGOMERY LN,2018-03-14,2018-00004686,Radar,Traffic
7800 BLOCK ROANOKE RD,2018-03-14,2018-00004688,Traffic Stop,Traffic
SENECA HOLLOW RD  / ECHO HILLS RD,2018-03-14,2018-00004689,Motor Vehicle Crash,Traffic
1000 BLOCK ALLEGHANY SPRING RD,2018-03-14,2018-00004695,Traffic Hazard,Traffic
SENECA HOLLOW RD  / NORTH FORK RD,2018-03-14,2018-00004699,Reckless Driving,Traffic
5200 BLOCK NORTH FORK RD,2018-03-14,2018-00004703,Traffic Stop,Traffic
2800 BLOCK FAIRVIEW CHURCH RD,2018-03-14,2018-00000118,Motor Vehicle Crash- W/Injuries,Traffic
2800 BLOCK FAIRVIEW CHURCH RD,2018-03-14,2018-00000038,Motor Vehicle Crash- W/Injuries,Traffic
2800 BLOCK FAIRVIEW CHURCH RD,2018-03-14,2018-00004706,Motor Vehicle Crash- W/Injuries,Traffic
2200 BLOCK GREEN HILL LN,2018-03-14,2018-00004718,Traffic Stop,Traffic
7800 BLOCK ROANOKE RD,2018-03-14,2018-00004722,Traffic Stop,Traffic
2900 BLOCK YELLOW SULPHUR RD,2018-03-14,2018-00004724,Motor Vehicle Crash,Traffic
2500 BLOCK TYLER RD,2018-03-14,2018-00004728,Motor Vehicle Crash,Traffic
NORTH FORK RD / ROANOKE RD,2018-03-14,2018-00004729,Traffic Stop,Traffic
4500 BLOCK BAINS CHAPEL RD,2018-03-14,2018-00004730,Hit and Run,Traffic
PRICES FORK RD  / WALNUT SPRING RD,2018-03-14,2018-00004733,Traffic Hazard,Traffic
3900 BLOCK SOUTH MAIN ST,2018-03-14,2018-00004739,Traffic Stop,Traffic
UNION VALLEY RD  / FIELDCREST DR,2018-03-14,2018-00004743,Traffic Stop,Traffic
4500 BLOCK EASTERN MONTGOMERY LN,2018-03-14,2018-00004750,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2018-03-14,2018-00004752,Traffic Stop,Traffic
7000 BLOCK ROANOKE RD,2018-03-14,2018-00004755,Traffic Stop,Traffic
2700 BLOCK RADFORD RD,2018-03-15,2018-00004756,Traffic Stop,Traffic
RINER RD  / LITTLE CAMP RD,2018-03-15,2018-00004764,Traffic Stop,Traffic
CHILDRESS RD  / PINEY WOODS RD,2018-03-15,2018-00004768,Motor Vehicle Crash,Traffic
4100 BLOCK RINER RD,2018-03-15,2018-00000002,Motor Vehicle Crash- W/Injuries,Traffic
4100 BLOCK RINER RD,2018-03-15,2018-00000878,Motor Vehicle Crash- W/Injuries,Traffic
4100 BLOCK RINER RD,2018-03-15,2018-00004771,Motor Vehicle Crash- W/Injuries,Traffic
4100 BLOCK RINER RD,2018-03-15,2018-00000119,Motor Vehicle Crash- W/Injuries,Traffic
4100 BLOCK RINER RD,2018-03-15,2018-00000039,Motor Vehicle Crash- W/Injuries,Traffic
BONERS RUN RD / ROANOKE RD,2018-03-15,2018-00004772,Traffic Stop,Traffic
UNION VALLEY RD  / FIVE POINTS RD,2018-03-15,2018-00000001,Motor Vehicle Crash- W/Injuries,Traffic
UNION VALLEY RD  / FIVE POINTS RD,2018-03-15,2018-00004773,Motor Vehicle Crash- W/Injuries,Traffic
UNION VALLEY RD  / FIVE POINTS RD,2018-03-15,2018-00000120,Motor Vehicle Crash- W/Injuries,Traffic
UNION VALLEY RD  / FIVE POINTS RD,2018-03-15,2018-00000040,Motor Vehicle Crash- W/Injuries,Traffic
PEPPERS FERRY RD  / NOLEN RD,2018-03-15,2018-00005686,Traffic Stop,Traffic
PRICES FORK RD  / MCCOY RD,2018-03-15,2018-00004780,Traffic Stop,Traffic
DOMINION DR / PEPPERS FERRY RD,2018-03-15,2018-00004783,Traffic Stop,Traffic
1600 BLOCK ELLETT RD,2018-03-15,2018-00004788,Traffic Hazard,Traffic
,2018-03-15,2018-00004791,Traffic Hazard,Traffic
,2018-03-15,2018-00005700,Traffic Hazard,Traffic
CONSTITUTION RD / PEPPERS FERRY RD,2018-03-15,2018-00004792,Traffic Hazard,Traffic
PLUM CREEK RD  / GATE RD,2018-03-15,2018-00004797,Traffic Stop,Traffic
2900 BLOCK LAMB CIR,2018-03-15,2018-00004805,Motor Vehicle Crash,Traffic
7100 BLOCK ROANOKE RD,2018-03-15,2018-00004804,Traffic Stop,Traffic
3600 BLOCK PEPPERS FERRY RD,2018-03-15,2018-00000007,Motor Vehicle Crash- W/Injuries,Traffic
3600 BLOCK PEPPERS FERRY RD,2018-03-15,2018-00000884,Motor Vehicle Crash- W/Injuries,Traffic
3600 BLOCK PEPPERS FERRY RD,2018-03-15,2018-00000222,Motor Vehicle Crash- W/Injuries,Traffic
3600 BLOCK PEPPERS FERRY RD,2018-03-15,2018-00004806,Motor Vehicle Crash- W/Injuries,Traffic
ROANOKE RD / RIFFE ST,2018-03-15,2018-00004807,Traffic Stop,Traffic
4100 BLOCK RINER RD,2018-03-15,2018-00004809,Traffic Stop,Traffic
PANDAPAS POND RD / CRAIG CREEK RD,2018-03-15,2018-00004813,Traffic Stop,Traffic
ROANOKE RD  / DEN HILL RD,2018-03-15,2018-00004814,Traffic Hazard,Traffic
,2018-03-15,2018-00004815,Reckless Driving,Traffic
4000 BLOCK PANDAPAS POND RD,2018-03-15,2018-00004821,Traffic Stop,Traffic
3800 BLOCK GLADE RD,2018-03-15,2018-00004063,Radar,Traffic
3900 BLOCK SOUTH MAIN ST,2018-03-15,2018-00004065,Traffic Stop,Traffic
4500 BLOCK PILOT RD,2018-03-15,2018-00004830,Reckless Driving,Traffic
4300 BLOCK PRICES FORK RD,2018-03-15,2018-00004831,Traffic Stop,Traffic
THOMAS LN  / PRICES FORK RD,2018-03-15,2018-00004832,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2018-03-15,2018-00004833,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2018-03-15,2018-00004835,Traffic Stop,Traffic
1700 BLOCK AUBURN SCHOOL DR,2018-03-15,2018-00004837,Traffic Stop,Traffic
3900 BLOCK PRICES FORK RD,2018-03-15,2018-00004841,Traffic Stop,Traffic
GATE RD  / MUD PIKE,2018-03-16,2018-00004842,Motor Vehicle Crash,Traffic
PRICES FORK RD  / BRUNSWICK DR,2018-03-16,2018-00004843,Traffic Stop,Traffic
3600 BLOCK RADFORD RD,2018-03-16,2018-00005751,Motor Vehicle Crash- W/Injuries,Traffic
3600 BLOCK RADFORD RD,2018-03-16,2018-00000223,Motor Vehicle Crash- W/Injuries,Traffic
3600 BLOCK RADFORD RD,2018-03-16,2018-00000889,Motor Vehicle Crash- W/Injuries,Traffic
3600 BLOCK RADFORD RD,2018-03-16,2018-00004845,Motor Vehicle Crash- W/Injuries,Traffic
,2018-03-16,2018-00004092,Traffic Stop,Traffic
,2018-03-16,2018-00005750,Reckless Driving,Traffic
4000 BLOCK PRICES FORK RD,2018-03-16,2018-00004097,Radar,Traffic
5400 BLOCK GRAYSONTOWN RD,2018-03-16,2018-00004851,Motor Vehicle Crash,Traffic
,2018-03-16,2018-00004853,Motor Vehicle Crash,Traffic
1600 BLOCK AUBURN SCHOOL DR,2018-03-16,2018-00004854,Motor Vehicle Crash,Traffic
RINER RD  / FLANAGAN DR,2018-03-16,2018-00005760,Traffic Stop,Traffic
RINER RD  / CHILDRESS RD,2018-03-16,2018-00004862,Traffic Stop,Traffic
5100 BLOCK NORTH FORK RD,2018-03-16,2018-00004864,DUI,Traffic
3400 BLOCK PEPPERS FERRY RD,2018-03-16,2018-00004863,Traffic Stop,Traffic
CENTERVILLE CIR / PEPPERS FERRY RD,2018-03-16,2018-00004865,Traffic Stop,Traffic
HIGHTOP RD  / MERRIMAC RD,2018-03-16,2018-00004875,Traffic Stop,Traffic
,2018-03-16,2018-00004877,Hit and Run,Traffic
500 BLOCK WEEPING WILLOW LN,2018-03-16,2018-00004879,Reckless Driving,Traffic
,2018-03-16,2018-00005784,Reckless Driving,Traffic
SOUTH MAIN ST / JENNELLE RD,2018-03-16,2018-00005783,Traffic Stop,Traffic
2400 BLOCK PEPPERS FERRY RD,2018-03-16,2018-00004895,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2018-03-16,2018-00004898,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2018-03-16,2018-00004900,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2018-03-16,2018-00004902,Traffic Stop,Traffic
NELLIES CAVE RD  / FOREST VIEW LN,2018-03-16,2018-00004155,Traffic Stop,Traffic
2200 BLOCK MERRIMAC RD,2018-03-16,2018-00004903,Traffic Stop,Traffic
PRICES FORK RD  / STRATFORD VIEW DR,2018-03-17,2018-00004904,Traffic Stop,Traffic
STRATFORD VIEW DR  / PRICES FORK RD,2018-03-17,2018-00004906,Traffic Stop,Traffic
3500 BLOCK PRICES FORK RD,2018-03-17,2018-00004907,Traffic Stop,Traffic
ROANOKE RD  / STONES KEEP LN,2018-03-17,2018-00004908,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2018-03-17,2018-00004910,Traffic Stop,Traffic
ROANOKE RD  / CAROLINA RD,2018-03-17,2018-00004911,Traffic Stop,Traffic
IZAAK WALTON LN  / DEN HILL RD,2018-03-17,2018-00004916,Traffic Stop,Traffic
IZAAK WALTON LN  / DEN HILL RD,2018-03-17,2018-00004918,Traffic Stop,Traffic
,2018-03-17,2018-00004922,Traffic Stop,Traffic
,2018-03-17,2018-00004926,Traffic Stop,Traffic
600 BLOCK MOUNT PLEASANT RD,2018-03-17,2018-00004935,Traffic Stop,Traffic
,2018-03-17,2018-00005215,Traffic Stop,Traffic
,2018-03-17,2018-00004938,Traffic Stop,Traffic
DOMINION DR / PEPPERS FERRY RD,2018-03-17,2018-00005885,Traffic Stop,Traffic
DOMINION DR / PEPPERS FERRY RD,2018-03-17,2018-00005894,Traffic Stop,Traffic
,2018-03-18,2018-00004964,Traffic Stop,Traffic
,2018-03-18,2018-00004967,Traffic Stop,Traffic
,2018-03-18,2018-00004971,Traffic Stop,Traffic
7600 BLOCK ROANOKE RD,2018-03-18,2018-00004974,Traffic Stop,Traffic
1000 BLOCK POLLARD RD,2018-03-18,2018-00004984,Reckless Driving,Traffic
,2018-03-18,2018-00005950,Traffic Stop,Traffic
,2018-03-18,2018-00005953,Traffic Stop,Traffic
,2018-03-18,2018-00004992,Traffic Stop,Traffic
371589838041300 BLOCK 158983 80 41328,2018-03-19,2018-00005008,Reckless Driving,Traffic
371589838041300 BLOCK 158983 80 41328,2018-03-19,2018-00005984,Reckless Driving,Traffic
HARDING RD  / HAPPY HOLLOW RD,2018-03-19,2018-00005009,Traffic Hazard,Traffic
4500 BLOCK EASTERN MONTGOMERY LN,2018-03-19,2018-00005013,Motor Vehicle Crash,Traffic
,2018-03-19,2018-00000927,Motor Vehicle Crash- W/Injuries,Traffic
,2018-03-19,2018-00000227,Motor Vehicle Crash- W/Injuries,Traffic
,2018-03-19,2018-00005030,Reckless Driving,Traffic
FALLING BRANCH RD SE / PARKWAY DR SE,2018-03-19,2018-00005039,Traffic Hazard,Traffic
2700 BLOCK MEADOW CREEK RD,2018-03-19,2018-00005043,Motor Vehicle Crash,Traffic
400 BLOCK CONSTITUTION RD,2018-03-19,2018-00005044,Reckless Driving,Traffic
MERRIMAC RD  / GIMMEL CIR,2018-03-19,2018-00005053,Traffic Stop,Traffic
PEPPERS FERRY RD  / CINNABAR RD,2018-03-19,2018-00005060,Motor Vehicle Crash,Traffic
6600 BLOCK ROANOKE RD,2018-03-19,2018-00005059,Traffic Stop,Traffic
1700 BLOCK ELLETT RD,2018-03-19,2018-00006052,Motor Vehicle Crash,Traffic
1700 BLOCK ELLETT RD,2018-03-19,2018-00005073,Motor Vehicle Crash,Traffic
3400 BLOCK DEER RUN RD,2018-03-20,2018-00005076,Traffic Hazard,Traffic
,2018-03-20,2018-00005105,Traffic Stop,Traffic
PEPPERS FERRY RD  / NOLEN RD,2018-03-20,2018-00006078,Traffic Stop,Traffic
RADFORD RD  / WALTON RD,2018-03-20,2018-00005113,Reckless Driving,Traffic
7600 BLOCK ROANOKE RD,2018-03-20,2018-00005115,Reckless Driving,Traffic
200 BLOCK ALLEGHANY SPRING RD,2018-03-20,2018-00005117,Reckless Driving,Traffic
PILOT RD  / UNION VALLEY RD,2018-03-20,2018-00005123,Reckless Driving,Traffic
,2018-03-20,2018-00000948,Motor Vehicle Crash- W/Injuries,Traffic
,2018-03-20,2018-00000230,Motor Vehicle Crash- W/Injuries,Traffic
,2018-03-20,2018-00000949,Motor Vehicle Crash- W/Injuries,Traffic
,2018-03-20,2018-00000231,Motor Vehicle Crash- W/Injuries,Traffic
,2018-03-20,2018-00005129,Motor Vehicle Crash,Traffic
,2018-03-20,2018-00005130,Motor Vehicle Crash,Traffic
1500 BLOCK RADFORD RD,2018-03-20,2018-00005131,Motor Vehicle Crash,Traffic
,2018-03-20,2018-00000155,Motor Vehicle Crash- W/Injuries,Traffic
,2018-03-20,2018-00000047,Motor Vehicle Crash- W/Injuries,Traffic
RINER RD  / EXCHANGE RD,2018-03-20,2018-00005142,Motor Vehicle Crash,Traffic
600 BLOCK ALLEGHANY SPRING RD,2018-03-20,2018-00005133,Motor Vehicle Crash,Traffic
1300 BLOCK JENNELLE RD,2018-03-20,2018-00005141,Motor Vehicle Crash,Traffic
2500 BLOCK RINER RD,2018-03-20,2018-00005145,Motor Vehicle Crash,Traffic
RINER RD  / SMITH CREEK RD,2018-03-20,2018-00005153,Motor Vehicle Crash,Traffic
PANDAPAS POND RD / CRAIG CREEK RD,2018-03-21,2018-00005160,Motor Vehicle Crash,Traffic
2400 BLOCK WOODLAND HILLS DR,2018-03-21,2018-00005161,Traffic Hazard,Traffic
4400 BLOCK PEPPERS FERRY RD,2018-03-21,2018-00005162,Motor Vehicle Crash,Traffic
MCCOY RD  / KEISTERS BRANCH RD,2018-03-21,2018-00005164,Traffic Hazard,Traffic
MERRIMAC RD  / HAYWOOD LN,2018-03-21,2018-00005166,Traffic Hazard,Traffic
CATAWBA RD  / MOSSY SPRING RD,2018-03-21,2018-00005168,Traffic Hazard,Traffic
800 BLOCK DEERCROFT DR,2018-03-21,2018-00005170,Traffic Hazard,Traffic
COAL HOLLOW RD  / PEPPERS FERRY RD,2018-03-21,2018-00005175,Traffic Hazard,Traffic
COAL HOLLOW RD  / DERBY RD,2018-03-21,2018-00005187,Motor Vehicle Crash,Traffic
3100 BLOCK NORTH FORK RD,2018-03-21,2018-00005201,Traffic Stop,Traffic
RADFORD RD / PLUM CREEK RD,2018-03-21,2018-00005202,Traffic Stop,Traffic
,2018-03-21,2018-00005204,Motor Vehicle Crash,Traffic
2100 BLOCK OLINGER RD,2018-03-22,2018-00005213,Traffic Hazard,Traffic
MOUNT PLEASANT RD / ALLEGHANY SPRING RD,2018-03-22,2018-00005214,Traffic Hazard,Traffic
3000 BLOCK RINER RD,2018-03-22,2018-00005215,Traffic Hazard,Traffic
VIEWLAND CIR / MUD PIKE,2018-03-22,2018-00005218,Traffic Hazard,Traffic
000 BLOCK FORK RD INTERSTATE 81 N RAMP,2018-03-22,2018-00005222,Traffic Stop,Traffic
2900 BLOCK BRADSHAW RD,2018-03-22,2018-00005223,Traffic Hazard,Traffic
REESE MOUNTAIN RD  / NORTH FORK RD,2018-03-22,2018-00005228,Traffic Stop,Traffic
,2018-03-22,2018-00005232,Traffic Stop,Traffic
,2018-03-22,2018-00005234,Traffic Hazard,Traffic
PEPPERS FERRY RD  / NOLEN RD,2018-03-22,2018-00005237,Traffic Stop,Traffic
PEPPERS FERRY RD  / NOLEN RD,2018-03-22,2018-00006227,Traffic Stop,Traffic
2100 BLOCK DEN HILL RD,2018-03-22,2018-00005244,Traffic Stop,Traffic
4000 BLOCK PRICES FORK RD,2018-03-22,2018-00005247,Traffic Stop,Traffic
1700 BLOCK ALLEGHANY SPRING RD,2018-03-22,2018-00005248,Traffic Stop,Traffic
RADFORD RD  / GANTT DR,2018-03-23,2018-00005254,Traffic Stop,Traffic
1100 BLOCK ROCK RD,2018-03-23,2018-00005256,Motor Vehicle Crash,Traffic
4900 BLOCK NORTH FORK RD,2018-03-23,2018-00000158,Motor Vehicle Crash- W/Injuries,Traffic
4900 BLOCK NORTH FORK RD,2018-03-23,2018-00000049,Motor Vehicle Crash- W/Injuries,Traffic
4900 BLOCK NORTH FORK RD,2018-03-23,2018-00005257,Motor Vehicle Crash- W/Injuries,Traffic
4700 BLOCK RINER RD,2018-03-23,2018-00006297,Motor Vehicle Crash- W/Injuries,Traffic
4700 BLOCK RINER RD,2018-03-23,2018-00000978,Motor Vehicle Crash- W/Injuries,Traffic
4700 BLOCK RINER RD,2018-03-23,2018-00000129,Motor Vehicle Crash- W/Injuries,Traffic
4700 BLOCK RINER RD,2018-03-23,2018-00000041,Motor Vehicle Crash- W/Injuries,Traffic
4700 BLOCK RINER RD,2018-03-23,2018-00005258,Motor Vehicle Crash- W/Injuries,Traffic
1100 BLOCK ROCK RD,2018-03-23,2018-00005261,Motor Vehicle Crash,Traffic
4300 BLOCK NORTH FORK RD,2018-03-23,2018-00005288,Traffic Hazard,Traffic
GATE RD  / MUD PIKE,2018-03-23,2018-00005289,Traffic Hazard,Traffic
TYLER RD / MUD PIKE,2018-03-23,2018-00000984,Motor Vehicle Crash- W/Injuries,Traffic
TYLER RD / MUD PIKE,2018-03-23,2018-00000238,Motor Vehicle Crash- W/Injuries,Traffic
TYLER RD / MUD PIKE,2018-03-23,2018-00005291,Motor Vehicle Crash- W/Injuries,Traffic
1900 BLOCK TYLER RD,2018-03-23,2018-00005295,Motor Vehicle Crash,Traffic
3600 BLOCK RADFORD RD,2018-03-23,2018-00005297,Traffic Stop,Traffic
MCCOY RD  / KEISTERS BRANCH RD,2018-03-23,2018-00005300,Traffic Stop,Traffic
,2018-03-23,2018-00006353,Traffic Stop,Traffic
PEPPERS FERRY RD / DOMINION DR,2018-03-23,2018-00006355,Traffic Stop,Traffic
WALTON RD  / RADFORD RD,2018-03-23,2018-00005304,Traffic Stop,Traffic
3700 BLOCK RADFORD RD,2018-03-23,2018-00005305,Traffic Stop,Traffic
,2018-03-24,2018-00006368,Traffic Stop,Traffic
6800 BLOCK ROANOKE RD,2018-03-24,2018-00005307,Traffic Stop,Traffic
,2018-03-24,2018-00006379,Traffic Stop,Traffic
,2018-03-24,2018-00006383,Traffic Stop,Traffic
WALTON RD  / RADFORD RD,2018-03-24,2018-00005313,Traffic Stop,Traffic
200 BLOCK ALLEGHANY SPRING RD,2018-03-24,2018-00005327,Hit and Run,Traffic
ROANOKE RD / ALLEGHANY SPRING RD,2018-03-24,2018-00005331,Traffic Stop,Traffic
3300 BLOCK YELLOW SULPHUR RD,2018-03-24,2018-00005333,Motor Vehicle Crash,Traffic
,2018-03-24,2018-00005334,Motor Vehicle Crash,Traffic
,2018-03-24,2018-00005336,Motor Vehicle Crash,Traffic
,2018-03-24,2018-00006411,Motor Vehicle Crash- W/Injuries,Traffic
,2018-03-24,2018-00000996,Motor Vehicle Crash- W/Injuries,Traffic
,2018-03-24,2018-00000241,Motor Vehicle Crash- W/Injuries,Traffic
,2018-03-24,2018-00005338,Motor Vehicle Crash- W/Injuries,Traffic
,2018-03-24,2018-00005340,Motor Vehicle Crash,Traffic
5200 BLOCK PRICES FORK RD,2018-03-24,2018-00005343,Motor Vehicle Crash,Traffic
3300 BLOCK VICKER SWITCH RD,2018-03-24,2018-00005346,Traffic Hazard,Traffic
,2018-03-24,2018-00005351,Motor Vehicle Crash,Traffic
MERRIMAC RD  / REMINGTON RD,2018-03-24,2018-00005354,Traffic Hazard,Traffic
,2018-03-24,2018-00001000,Motor Vehicle Crash- W/Injuries,Traffic
,2018-03-24,2018-00000249,Motor Vehicle Crash- W/Injuries,Traffic
FAIRVIEW CHURCH RD  / CHILDRESS RD,2018-03-24,2018-00005358,Traffic Hazard,Traffic
,2018-03-24,2018-00005363,Motor Vehicle Crash,Traffic
6400 BLOCK INDIAN VALLEY RD,2018-03-24,2018-00005365,Motor Vehicle Crash,Traffic
4900 BLOCK WAYSIDE DR,2018-03-24,2018-00005368,Traffic Hazard,Traffic
1700 BLOCK RADFORD RD,2018-03-24,2018-00005366,Motor Vehicle Crash,Traffic
1500 BLOCK UNION VALLEY RD,2018-03-24,2018-00005377,Traffic Hazard,Traffic
2300 BLOCK TYLER RD,2018-03-25,2018-00005384,Motor Vehicle Crash,Traffic
3900 BLOCK KIRK HOLLOW RD,2018-03-25,2018-00005390,Traffic Hazard,Traffic
,2018-03-25,2018-00005393,Motor Vehicle Crash,Traffic
CHILDRESS RD  / TYLER RD,2018-03-25,2018-00005397,Traffic Hazard,Traffic
1500 BLOCK UNION VALLEY RD,2018-03-25,2018-00005405,Traffic Hazard,Traffic
4700 BLOCK PRICES FORK RD,2018-03-25,2018-00005406,Traffic Hazard,Traffic
1400 BLOCK HARDING RD,2018-03-25,2018-00005410,Motor Vehicle Crash,Traffic
5800 BLOCK RINER RD,2018-03-25,2018-00005411,Motor Vehicle Crash- W/Injuries,Traffic
5800 BLOCK RINER RD,2018-03-25,2018-00000134,Motor Vehicle Crash- W/Injuries,Traffic
5800 BLOCK RINER RD,2018-03-25,2018-00000050,Motor Vehicle Crash- W/Injuries,Traffic
SMITH CREEK RD  / RINER RD,2018-03-25,2018-00005415,Traffic Hazard,Traffic
3700 BLOCK OLDTOWN RD,2018-03-25,2018-00005416,Traffic Hazard,Traffic
3700 BLOCK NORTH FORK RD,2018-03-25,2018-00005417,Traffic Hazard,Traffic
200 BLOCK FRIENDSHIP RD,2018-03-25,2018-00005418,Traffic Hazard,Traffic
3700 BLOCK PRICES FORK RD,2018-03-25,2018-00005420,Traffic Hazard,Traffic
3700 BLOCK DAIRY RD,2018-03-25,2018-00005427,Traffic Hazard,Traffic
ALLEGHANY SPRING RD / SWEET SPRINGS RD,2018-03-25,2018-00005435,Traffic Hazard,Traffic
NORTH FORK RD / CASTLE RD,2018-03-25,2018-00005431,Motor Vehicle Crash,Traffic
ROCK RD W / ROCK RD E,2018-03-25,2018-00005430,Traffic Hazard,Traffic
CRAIG CREEK RD / PANDAPAS POND RD,2018-03-25,2018-00005436,Traffic Hazard,Traffic
PANDAPAS POND RD / BRUSH MTN RD,2018-03-25,2018-00000749,Motor Vehicle Crash- W/Injuries,Traffic
PANDAPAS POND RD / BRUSH MTN RD,2018-03-25,2018-00000298,Motor Vehicle Crash- W/Injuries,Traffic
PANDAPAS POND RD / BRUSH MTN RD,2018-03-25,2018-00004741,Motor Vehicle Crash- W/Injuries,Traffic
PANDAPAS POND RD / BRUSH MTN RD,2018-03-25,2018-00005438,Motor Vehicle Crash- W/Injuries,Traffic
PANDAPAS POND RD / BRUSH MTN RD,2018-03-25,2018-00006486,Motor Vehicle Crash- W/Injuries,Traffic
WAYSIDE DR  / ROANOKE RD,2018-03-25,2018-00005441,Traffic Hazard,Traffic
YELLOW SULPHUR RD / OLD YELLOW SULPHUR RD,2018-03-25,2018-00005445,Traffic Hazard,Traffic
2600 BLOCK MUD PIKE,2018-03-25,2018-00005448,Traffic Hazard,Traffic
UNION VALLEY RD  / CORRELL RD,2018-03-25,2018-00005449,Traffic Hazard,Traffic
1400 BLOCK CEDAR RUN RD,2018-03-25,2018-00005451,Traffic Hazard,Traffic
200 BLOCK ALLEGHANY SPRING RD,2018-03-25,2018-00005455,Motor Vehicle Crash,Traffic
SILVER LAKE RD  / BEAVER DR NW,2018-03-25,2018-00005456,Traffic Hazard,Traffic
3200 BLOCK YELLOW SULPHUR RD,2018-03-25,2018-00005458,Traffic Hazard,Traffic
300 BLOCK BRAKE RD,2018-03-25,2018-00005460,Traffic Hazard,Traffic
