countyplace,cdbguogid,NAME,state,STA,county,countyname,place,placenm,hhuniv,estimated_number_foreclosures,estimated_number_mortgages,estimated_foreclosure_rate,total_90_day_vacant_residential_addresses,total_residential_addresses,estimated_90_day_vacancy_rate,total_hicost_2004_to_2006_HMDA_loans,total_2004_to_2006_HMDA_loans,estimated_hicost_loan_rate,bls_unemployment_rate,ofheo_price_change
5105929552,519059,FAIRFAX COUNTY,51,VA,059,Fairfax County,29552,Franconia CDP,"13,361",252,"13,140",1.9%,225,"14,923",1.5%,"1,002","8,659",11.6%,3.1%,-9.1%
5105932496,519059,FAIRFAX COUNTY,51,VA,059,Fairfax County,32496,Great Falls CDP,"2,815",17,"2,098",0.8%,4,"3,041",0.1%,57,"1,382",4.1%,3.1%,-9.1%
5105933584,519059,FAIRFAX COUNTY,51,VA,059,Fairfax County,33584,Groveton CDP,"8,057",178,"5,840",3.0%,141,"8,238",1.7%,733,"3,848",19.0%,3.1%,-9.1%
5105936648,519059,FAIRFAX COUNTY,51,VA,059,Fairfax County,36648,Herndon town,"6,975",326,"8,026",4.1%,125,"7,689",1.6%,"1,365","5,289",25.8%,3.1%,-9.1%
5105939064,519059,FAIRFAX COUNTY,51,VA,059,Fairfax County,39064,Huntington CDP,"4,636",60,"1,997",3.0%,113,"4,991",2.3%,246,"1,316",18.7%,3.1%,-9.1%
5105939304,519059,FAIRFAX COUNTY,51,VA,059,Fairfax County,39304,Hybla Valley CDP,"6,402",99,"3,818",2.6%,98,"7,153",1.4%,403,"2,516",16.0%,3.1%,-9.1%
5105939448,519059,FAIRFAX COUNTY,51,VA,059,Fairfax County,39448,Idylwood CDP,"6,599",72,"3,628",2.0%,94,"6,989",1.3%,288,"2,390",12.1%,3.1%,-9.1%
5105940584,519059,FAIRFAX COUNTY,51,VA,059,Fairfax County,40584,Jefferson CDP,"10,086",232,"7,763",3.0%,67,"10,331",0.6%,955,"5,116",18.7%,3.1%,-9.1%
5105943352,519059,FAIRFAX COUNTY,51,VA,059,Fairfax County,43352,Lake Barcroft CDP,"3,652",54,"2,130",2.5%,24,"3,727",0.6%,218,"1,404",15.5%,3.1%,-9.1%
5105945784,519059,FAIRFAX COUNTY,51,VA,059,Fairfax County,45784,Lincolnia CDP,"5,169",97,"3,342",2.9%,38,"5,648",0.7%,397,"2,202",18.0%,3.1%,-9.1%
5105947064,519059,FAIRFAX COUNTY,51,VA,059,Fairfax County,47064,Lorton CDP,"5,686",336,"11,771",2.9%,7,"9,271",0.1%,"1,382","7,756",17.8%,3.1%,-9.1%
5105948376,519059,FAIRFAX COUNTY,51,VA,059,Fairfax County,48376,McLean CDP,"14,382",69,"8,179",0.8%,206,"15,533",1.3%,239,"5,389",4.4%,3.1%,-9.1%
5105949144,519059,FAIRFAX COUNTY,51,VA,059,Fairfax County,49144,Mantua CDP,"2,629",13,"1,244",1.0%,21,"2,830",0.7%,45,820,5.5%,3.1%,-9.1%
5105951192,519059,FAIRFAX COUNTY,51,VA,059,Fairfax County,51192,Merrifield CDP,"4,301",61,"3,600",1.7%,22,"5,564",0.4%,241,"2,372",10.2%,3.1%,-9.1%
5105954144,519059,FAIRFAX COUNTY,51,VA,059,Fairfax County,54144,Mount Vernon CDP,"10,589",450,"10,541",4.3%,80,"11,552",0.7%,"1,889","6,946",27.2%,3.1%,-9.1%
5105955752,519059,FAIRFAX COUNTY,51,VA,059,Fairfax County,55752,Newington CDP,"6,654",187,"6,885",2.7%,25,"7,169",0.3%,765,"4,537",16.9%,3.1%,-9.1%
5105957560,519059,FAIRFAX COUNTY,51,VA,059,Fairfax County,57560,North Springfield CDP,"3,259",72,"2,507",2.9%,36,"3,328",1.1%,295,"1,652",17.9%,3.1%,-9.1%
5105958472,519059,FAIRFAX COUNTY,51,VA,059,Fairfax County,58472,Oakton CDP,"11,265",118,"8,923",1.3%,44,"13,358",0.3%,446,"5,880",7.6%,3.1%,-9.1%
5105958696,519153,PRINCE WILLIAM COUNTY,51,VA,059,Fairfax County,58696,Occoquan town,0,0,0,"-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%",0,0,"-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%",0,0,"-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%","-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%","-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%"
5105962264,519059,FAIRFAX COUNTY,51,VA,059,Fairfax County,62264,Pimmit Hills CDP,"2,277",29,"1,440",2.0%,36,"2,337",1.5%,115,949,12.1%,3.1%,-9.1%
5105966672,519059,FAIRFAX COUNTY,51,VA,059,Fairfax County,66672,Reston CDP,"23,346",382,"20,607",1.9%,195,"26,779",0.7%,"1,513","13,579",11.1%,3.1%,-9.1%
5105968880,519059,FAIRFAX COUNTY,51,VA,059,Fairfax County,68880,Rose Hill CDP,"5,603",133,"5,597",2.4%,110,"6,258",1.8%,538,"3,688",14.6%,3.1%,-9.1%
5105971216,519059,FAIRFAX COUNTY,51,VA,059,Fairfax County,71216,Seven Corners CDP,"3,281",44,"1,342",3.3%,57,"3,480",1.6%,181,884,20.5%,3.1%,-9.1%
5105974592,519059,FAIRFAX COUNTY,51,VA,059,Fairfax County,74592,Springfield CDP,"10,528",344,"9,442",3.6%,155,"12,926",1.2%,"1,436","6,222",23.1%,3.1%,-9.1%
5105979952,519059,FAIRFAX COUNTY,51,VA,059,Fairfax County,79952,Tysons Corner CDP,"8,892",62,"5,398",1.1%,47,"10,153",0.5%,228,"3,557",6.4%,3.1%,-9.1%
5105981072,519059,FAIRFAX COUNTY,51,VA,059,Fairfax County,81072,Vienna town,"5,341",54,"3,707",1.5%,47,"5,496",0.9%,208,"2,443",8.5%,3.1%,-9.1%
5105984976,519059,FAIRFAX COUNTY,51,VA,059,Fairfax County,84976,West Springfield CDP,"10,328",204,"8,809",2.3%,61,"10,647",0.6%,826,"5,805",14.2%,3.1%,-9.1%
5105987240,519059,FAIRFAX COUNTY,51,VA,059,Fairfax County,87240,Wolf Trap CDP,"4,586",26,"2,898",0.9%,3,"4,793",0.1%,89,"1,910",4.7%,3.1%,-9.1%
5105999999,519059,FAIRFAX COUNTY,51,VA,059,Fairfax County,99999,,"57,734",908,"52,648",1.7%,205,"68,280",0.3%,"3,567","34,692",10.3%,3.1%,-9.1%
510612,510612,FREDERICKSBURG,51,VA,630,Fredericksburg city,29744,Fredericksburg city,"8,086",155,"3,399",4.6%,239,"10,048",2.4%,459,"2,240",20.5%,6.4%,-9.1%
5106166512,519999,VIRGINIA STATE PROGRAM,51,VA,061,Fauquier County,66512,Remington town,242,14,307,4.6%,0,305,0.0%,55,202,27.2%,3.6%,-9.1%
5106178192,519999,VIRGINIA STATE PROGRAM,51,VA,061,Fauquier County,78192,The Plains town,107,1,49,2.0%,0,73,0.0%,3,32,9.4%,3.6%,-9.1%
5106183136,519999,VIRGINIA STATE PROGRAM,51,VA,061,Fauquier County,83136,Warrenton town,"2,673",66,"2,600",2.5%,81,"3,569",2.3%,247,"1,713",14.4%,3.6%,-9.1%
5106199999,519999,VIRGINIA STATE PROGRAM,51,VA,061,Fauquier County,99999,,"16,867",489,"16,497",3.0%,55,"18,927",0.3%,"1,867","10,870",17.2%,3.6%,-9.1%
5106328544,519999,VIRGINIA STATE PROGRAM,51,VA,063,Floyd County,28544,Floyd town,236,1,60,1.7%,0,243,0.0%,7,39,17.9%,4.8%,0.0%
5106399999,519999,VIRGINIA STATE PROGRAM,51,VA,063,Floyd County,99999,,"5,567",32,"1,320",2.4%,55,"5,843",0.9%,162,870,18.6%,4.8%,0.0%
5106518624,519999,VIRGINIA STATE PROGRAM,51,VA,065,Fluvanna County,18624,Columbia town,8,0,3,0.0%,0,7,0.0%,1,2,50.0%,3.2%,-0.4%
5106543424,519999,VIRGINIA STATE PROGRAM,51,VA,065,Fluvanna County,43424,Lake Monticello CDP,"2,774",68,"3,456",2.0%,0,"3,847",0.0%,432,"2,278",19.0%,3.2%,-0.4%
5106570800,519999,VIRGINIA STATE PROGRAM,51,VA,065,Fluvanna County,70800,Scottsville town,19,0,7,0.0%,1,27,3.7%,1,5,20.0%,3.2%,-0.4%
5106599999,519999,VIRGINIA STATE PROGRAM,51,VA,065,Fluvanna County,99999,,"4,568",67,"2,659",2.5%,51,"5,412",0.9%,397,"1,752",22.7%,3.2%,-0.4%
5106708584,519999,VIRGINIA STATE PROGRAM,51,VA,067,Franklin County,08584,Boones Mill town,117,1,43,2.3%,1,129,0.8%,5,28,17.9%,4.7%,0.0%
5106727712,519999,VIRGINIA STATE PROGRAM,51,VA,067,Franklin County,27712,Ferrum CDP,298,3,76,3.9%,1,295,0.3%,13,50,26.0%,4.7%,0.0%
5106757531,519999,VIRGINIA STATE PROGRAM,51,VA,067,Franklin County,57531,North Shore CDP,970,8,526,1.5%,4,"1,413",0.3%,46,347,13.3%,4.7%,0.0%
5106761464,519999,VIRGINIA STATE PROGRAM,51,VA,067,Franklin County,61464,Penhook CDP,290,3,150,2.0%,1,414,0.2%,14,99,14.1%,4.7%,0.0%
5106768496,519999,VIRGINIA STATE PROGRAM,51,VA,067,Franklin County,68496,Rocky Mount town,"1,664",19,474,4.0%,43,"1,878",2.3%,90,312,28.8%,4.7%,0.0%
5106780000,519999,VIRGINIA STATE PROGRAM,51,VA,067,Franklin County,80000,Union Hall CDP,426,4,231,1.7%,2,621,0.3%,20,152,13.2%,4.7%,0.0%
5106784632,519999,VIRGINIA STATE PROGRAM,51,VA,067,Franklin County,84632,Westlake Corner CDP,404,5,230,2.2%,1,567,0.2%,24,152,15.8%,4.7%,0.0%
5106799999,519999,VIRGINIA STATE PROGRAM,51,VA,067,Franklin County,99999,,"14,785",151,"5,318",2.8%,105,"16,675",0.6%,752,"3,505",21.5%,4.7%,0.0%
5106951512,519999,VIRGINIA STATE PROGRAM,51,VA,069,Frederick County,51512,Middletown town,408,12,277,4.3%,0,462,0.0%,42,183,23.0%,4.2%,-12.0%
5106975344,519999,VIRGINIA STATE PROGRAM,51,VA,069,Frederick County,75344,Stephens City town,508,15,381,3.9%,0,584,0.0%,48,251,19.1%,4.2%,-12.0%
5106999999,519999,VIRGINIA STATE PROGRAM,51,VA,069,Frederick County,99999,,"21,208",996,"22,364",4.5%,37,"27,515",0.1%,"3,389","14,737",23.0%,4.2%,-12.0%
5107131376,519999,VIRGINIA STATE PROGRAM,51,VA,071,Giles County,31376,Glen Lyn town,48,1,11,9.1%,2,44,4.5%,2,7,28.6%,5.9%,0.0%
5107154904,519999,VIRGINIA STATE PROGRAM,51,VA,071,Giles County,54904,Narrows town,942,11,248,4.4%,40,920,4.3%,49,164,29.9%,5.9%,0.0%
5107161208,519999,VIRGINIA STATE PROGRAM,51,VA,071,Giles County,61208,Pearisburg town,"1,125",14,299,4.7%,48,"1,103",4.4%,59,197,29.9%,5.9%,0.0%
5107161336,519999,VIRGINIA STATE PROGRAM,51,VA,071,Giles County,61336,Pembroke town,440,4,120,3.3%,5,362,1.4%,16,79,20.3%,5.9%,0.0%
5107166896,519999,VIRGINIA STATE PROGRAM,51,VA,071,Giles County,66896,Rich Creek town,279,3,65,4.6%,10,258,3.9%,13,43,30.2%,5.9%,0.0%
5107199999,519999,VIRGINIA STATE PROGRAM,51,VA,071,Giles County,99999,,"4,156",43,"1,152",3.7%,108,"4,044",2.7%,182,759,24.0%,5.9%,0.0%
510720,510720,HAMPTON,51,VA,650,Hampton city,35000,Hampton city,"53,954","1,254","24,222",5.2%,864,"58,884",1.5%,"5,722","15,961",35.8%,4.9%,-0.7%
510726,510726,HARRISONBURG,51,VA,660,Harrisonburg city,35624,Harrisonburg city,"13,156",96,"4,278",2.2%,129,"15,825",0.8%,469,"2,819",16.6%,5.0%,0.0%
5107331608,519999,VIRGINIA STATE PROGRAM,51,VA,073,Gloucester County,31608,Gloucester Courthouse CDP,907,14,551,2.5%,0,852,0.0%,77,363,21.2%,3.6%,-0.7%
5107331616,519999,VIRGINIA STATE PROGRAM,51,VA,073,Gloucester County,31616,Gloucester Point CDP,"3,702",41,"1,694",2.4%,0,"2,968",0.0%,232,"1,116",20.8%,3.6%,-0.7%
5107399999,519999,VIRGINIA STATE PROGRAM,51,VA,073,Gloucester County,99999,,"8,524",134,"4,918",2.7%,0,"8,273",0.0%,737,"3,241",22.7%,3.6%,-0.7%
5107599999,519999,VIRGINIA STATE PROGRAM,51,VA,075,Goochland County,99999,,"6,178",67,"4,922",1.4%,0,"7,896",0.0%,458,"3,243",14.1%,3.5%,-0.4%
5107729920,519999,VIRGINIA STATE PROGRAM,51,VA,077,Grayson County,29920,Fries town,276,2,43,4.7%,0,262,0.0%,8,28,28.6%,6.7%,0.0%
5107739528,519999,VIRGINIA STATE PROGRAM,51,VA,077,Grayson County,39528,Independence town,447,2,52,3.8%,2,449,0.4%,9,35,25.7%,6.7%,0.0%
5107779456,519999,VIRGINIA STATE PROGRAM,51,VA,077,Grayson County,79456,Troutdale town,81,0,8,0.0%,0,82,0.0%,1,5,20.0%,6.7%,0.0%
5107799999,519999,VIRGINIA STATE PROGRAM,51,VA,077,Grayson County,99999,,"6,457",36,826,4.4%,15,"6,344",0.2%,144,544,26.5%,6.7%,0.0%
510780,510780,HOPEWELL,51,VA,670,Hopewell city,38424,Hopewell city,"9,053",194,"2,941",6.6%,378,"9,907",3.8%,809,"1,938",41.7%,6.4%,-0.4%
5107975008,519999,VIRGINIA STATE PROGRAM,51,VA,079,Greene County,75008,Stanardsville town,172,2,98,2.0%,0,178,0.0%,14,65,21.5%,3.7%,-0.4%
5107999999,519999,VIRGINIA STATE PROGRAM,51,VA,079,Greene County,99999,,"5,406",84,"3,887",2.2%,0,"5,927",0.0%,488,"2,561",19.1%,3.7%,-0.4%
5108140536,519999,VIRGINIA STATE PROGRAM,51,VA,081,Greensville County,40536,Jarratt town,209,3,47,6.4%,0,207,0.0%,12,31,38.7%,5.2%,0.0%
5108199999,519999,VIRGINIA STATE PROGRAM,51,VA,081,Greensville County,99999,,"3,168",31,571,5.4%,3,"3,342",0.1%,141,376,37.5%,5.2%,0.0%
5108316992,519999,VIRGINIA STATE PROGRAM,51,VA,083,Halifax County,16992,Clarksville town,0,0,0,"-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%",0,0,"-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%",0,0,"-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%","-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%","-179,769,313,486,232,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.0%"
5108334064,519999,VIRGINIA STATE PROGRAM,51,VA,083,Halifax County,34064,Halifax town,549,5,100,5.0%,18,530,3.4%,22,66,33.3%,6.9%,0.0%
5108370752,519999,VIRGINIA STATE PROGRAM,51,VA,083,Halifax County,70752,Scottsburg town,59,0,11,0.0%,0,56,0.0%,2,7,28.6%,6.9%,0.0%
5108373712,519999,VIRGINIA STATE PROGRAM,51,VA,083,Halifax County,73712,South Boston town,"3,471",36,681,5.3%,212,"3,600",5.9%,143,449,31.8%,6.9%,0.0%
5108381312,519999,VIRGINIA STATE PROGRAM,51,VA,083,Halifax County,81312,Virgilina town,78,1,14,7.1%,0,73,0.0%,2,9,22.2%,6.9%,0.0%
5108399999,519999,VIRGINIA STATE PROGRAM,51,VA,083,Halifax County,99999,,"10,840",89,"1,819",4.9%,79,"10,876",0.7%,351,"1,199",29.3%,6.9%,0.0%
5108503368,519999,VIRGINIA STATE PROGRAM,51,VA,085,Hanover County,03368,Ashland town,"2,280",18,770,2.3%,22,"2,632",0.8%,104,507,20.5%,3.6%,-0.4%
5108550856,519999,VIRGINIA STATE PROGRAM,51,VA,085,Hanover County,50856,Mechanicsville CDP,"11,529",154,"8,723",1.8%,25,"13,873",0.2%,953,"5,748",16.6%,3.6%,-0.4%
5108599999,519999,VIRGINIA STATE PROGRAM,51,VA,085,Hanover County,99999,,"17,294",169,"12,091",1.4%,1,"20,583",0.0%,"1,126","7,968",14.1%,3.6%,-0.4%
5108714544,519087,HENRICO COUNTY,51,VA,087,Henrico County,14544,Chamberlayne CDP,"1,868",49,"1,712",2.9%,2,"2,438",0.1%,263,"1,128",23.3%,3.9%,-0.4%
5108723744,519087,HENRICO COUNTY,51,VA,087,Henrico County,23744,Dumbarton CDP,"3,449",28,654,4.3%,24,"3,811",0.6%,139,431,32.3%,3.9%,-0.4%
5108724496,519087,HENRICO COUNTY,51,VA,087,Henrico County,24496,East Highland Park CDP,"4,959",257,"3,625",7.1%,46,"6,059",0.8%,"1,228","2,389",51.4%,3.9%,-0.4%
5108731200,519087,HENRICO COUNTY,51,VA,087,Henrico County,31200,Glen Allen CDP,"5,145",109,"4,873",2.2%,5,"6,762",0.1%,614,"3,211",19.1%,3.9%,-0.4%
5108737032,519087,HENRICO COUNTY,51,VA,087,Henrico County,37032,Highland Springs CDP,"5,858",220,"3,390",6.5%,44,"6,632",0.7%,"1,059","2,234",47.4%,3.9%,-0.4%
5108743464,519087,HENRICO COUNTY,51,VA,087,Henrico County,43464,Lakeside CDP,"5,053",68,"2,410",2.8%,87,"5,887",1.5%,367,"1,588",23.1%,3.9%,-0.4%
5108744280,519087,HENRICO COUNTY,51,VA,087,Henrico County,44280,Laurel CDP,"6,225",104,"3,475",3.0%,48,"7,142",0.7%,554,"2,290",24.2%,3.9%,-0.4%
5108752904,519087,HENRICO COUNTY,51,VA,087,Henrico County,52904,Montrose CDP,"2,899",118,"1,697",7.0%,15,"3,697",0.4%,564,"1,118",50.4%,3.9%,-0.4%
5108772272,519087,HENRICO COUNTY,51,VA,087,Henrico County,72272,Short Pump CDP,79,0,92,0.0%,0,133,0.0%,4,61,6.6%,3.9%,-0.4%
5108779560,519087,HENRICO COUNTY,51,VA,087,Henrico County,79560,Tuckahoe CDP,"18,100",83,"7,319",1.1%,271,"19,367",1.4%,568,"4,823",11.8%,3.9%,-0.4%
5108787960,519087,HENRICO COUNTY,51,VA,087,Henrico County,87960,Wyndham CDP,"2,041",12,"3,548",0.3%,0,"4,559",0.0%,149,"2,338",6.4%,3.9%,-0.4%
5108799999,519087,HENRICO COUNTY,51,VA,087,Henrico County,99999,,"52,395",850,"32,877",2.6%,405,"62,069",0.7%,"4,641","21,664",21.4%,3.9%,-0.4%
5108904872,519999,VIRGINIA STATE PROGRAM,51,VA,089,Henry County,04872,Bassett CDP,533,5,100,5.0%,7,430,1.6%,19,66,28.8%,7.8%,0.0%
5108915048,519999,VIRGINIA STATE PROGRAM,51,VA,089,Henry County,15048,Chatmoss CDP,700,9,180,5.0%,9,786,1.1%,33,119,27.7%,7.8%,0.0%
5108918352,519999,VIRGINIA STATE PROGRAM,51,VA,089,Henry County,18352,Collinsville CDP,"3,428",25,544,4.6%,396,"3,542",11.2%,91,358,25.4%,7.8%,0.0%
5108927744,519999,VIRGINIA STATE PROGRAM,51,VA,089,Henry County,27744,Fieldale CDP,435,5,67,7.5%,5,334,1.5%,19,44,43.2%,7.8%,0.0%
5108938552,519999,VIRGINIA STATE PROGRAM,51,VA,089,Henry County,38552,Horse Pasture CDP,925,9,163,5.5%,1,846,0.1%,33,107,30.8%,7.8%,0.0%
5108944476,519999,VIRGINIA STATE PROGRAM,51,VA,089,Henry County,44476,Laurel Park CDP,371,5,99,5.1%,5,422,1.2%,17,65,26.2%,7.8%,0.0%
5108958312,519999,VIRGINIA STATE PROGRAM,51,VA,089,Henry County,58312,Oak Level CDP,425,4,71,5.6%,7,403,1.7%,13,47,27.7%,7.8%,0.0%
5108967208,519999,VIRGINIA STATE PROGRAM,51,VA,089,Henry County,67208,Ridgeway town,301,3,57,5.3%,1,265,0.4%,11,38,28.9%,7.8%,0.0%
5108970296,519999,VIRGINIA STATE PROGRAM,51,VA,089,Henry County,70296,Sandy Level CDP,307,3,49,6.1%,1,308,0.3%,13,32,40.6%,7.8%,0.0%
5108975040,519999,VIRGINIA STATE PROGRAM,51,VA,089,Henry County,75040,Stanleytown CDP,662,7,128,5.5%,8,510,1.6%,24,84,28.6%,7.8%,0.0%
5108981152,519999,VIRGINIA STATE PROGRAM,51,VA,089,Henry County,81152,Villa Heights CDP,382,3,75,4.0%,42,407,10.3%,10,49,20.4%,7.8%,0.0%
5108999999,519999,VIRGINIA STATE PROGRAM,51,VA,089,Henry County,99999,,"15,477",162,"2,833",5.7%,154,"14,563",1.1%,609,"1,867",32.6%,7.8%,0.0%
5109152680,519999,VIRGINIA STATE PROGRAM,51,VA,091,Highland County,52680,Monterey town,90,0,7,0.0%,0,59,0.0%,1,4,25.0%,4.6%,0.0%
5109199999,519999,VIRGINIA STATE PROGRAM,51,VA,091,Highland County,99999,,"1,032",2,78,2.6%,0,671,0.0%,9,52,17.3%,4.6%,0.0%
5109369472,519999,VIRGINIA STATE PROGRAM,51,VA,093,Isle of Wight County,69472,Rushmere CDP,435,6,208,2.9%,0,495,0.0%,32,137,23.4%,3.9%,-0.7%
5109373200,519999,VIRGINIA STATE PROGRAM,51,VA,093,Isle of Wight County,73200,Smithfield town,"2,419",39,"1,727",2.3%,26,"2,917",0.9%,214,"1,138",18.8%,3.9%,-0.7%
5109386784,519999,VIRGINIA STATE PROGRAM,51,VA,093,Isle of Wight County,86784,Windsor town,404,6,147,4.1%,0,432,0.0%,30,97,30.9%,3.9%,-0.7%
5109399999,519999,VIRGINIA STATE PROGRAM,51,VA,093,Isle of Wight County,99999,,"8,049",145,"5,136",2.8%,25,"10,049",0.2%,765,"3,384",22.6%,3.9%,-0.7%
5109599999,519999,VIRGINIA STATE PROGRAM,51,VA,095,James City County,99999,,"19,049",168,"14,472",1.2%,108,"27,540",0.4%,"1,244","9,536",13.0%,3.3%,-0.7%
510960,510960,LYNCHBURG,51,VA,680,Lynchburg city,47672,Lynchburg city,"25,465",305,"8,576",3.6%,"1,436","29,630",4.8%,"1,345","5,651",23.8%,5.6%,0.0%
5109799999,519999,VIRGINIA STATE PROGRAM,51,VA,097,King and Queen County,99999,,"2,680",30,748,4.0%,0,"1,823",0.0%,145,493,29.4%,4.6%,-0.4%
5109921008,519999,VIRGINIA STATE PROGRAM,51,VA,099,King George County,21008,Dahlgren CDP,436,9,286,3.1%,0,624,0.0%,41,188,21.8%,5.2%,0.0%
5109927040,519999,VIRGINIA STATE PROGRAM,51,VA,099,King George County,27040,Fairview Beach CDP,115,6,183,3.3%,0,184,0.0%,27,121,22.3%,5.2%,0.0%
5109999999,519999,VIRGINIA STATE PROGRAM,51,VA,099,King George County,99999,,"5,541",178,"5,728",3.1%,0,"7,404",0.0%,823,"3,775",21.8%,5.2%,0.0%
5110184960,519999,VIRGINIA STATE PROGRAM,51,VA,101,King William County,84960,West Point town,"1,074",11,524,2.1%,0,675,0.0%,66,345,19.1%,3.6%,-0.4%
5110199999,519999,VIRGINIA STATE PROGRAM,51,VA,101,King William County,99999,,"3,807",84,"2,928",2.9%,0,"4,541",0.0%,463,"1,930",24.0%,3.6%,-0.4%
5110340088,519999,VIRGINIA STATE PROGRAM,51,VA,103,Lancaster County,40088,Irvington town,253,1,65,1.5%,0,217,0.0%,7,43,16.3%,5.6%,0.0%
5110342424,519999,VIRGINIA STATE PROGRAM,51,VA,103,Lancaster County,42424,Kilmarnock town,479,4,104,3.8%,0,361,0.0%,16,69,23.2%,5.6%,0.0%
5110385600,519999,VIRGINIA STATE PROGRAM,51,VA,103,Lancaster County,85600,White Stone town,140,1,36,2.8%,0,120,0.0%,4,24,16.7%,5.6%,0.0%
5110399999,519999,VIRGINIA STATE PROGRAM,51,VA,103,Lancaster County,99999,,"4,140",27,891,3.0%,0,"3,359",0.0%,119,587,20.3%,5.6%,0.0%
5110523584,519999,VIRGINIA STATE PROGRAM,51,VA,105,Lee County,23584,Dryden CDP,496,2,31,6.5%,1,214,0.5%,10,21,47.6%,5.7%,0.0%
5110526384,519999,VIRGINIA STATE PROGRAM,51,VA,105,Lee County,26384,Ewing CDP,196,2,23,8.7%,0,201,0.0%,7,15,46.7%,5.7%,0.0%
5110541272,519999,VIRGINIA STATE PROGRAM,51,VA,105,Lee County,41272,Jonesville town,534,5,67,7.5%,0,552,0.0%,21,44,47.7%,5.7%,0.0%
