Date ,Charge ,Street ,Zipcode ,SubDivsion
6/27/2006,CITIZEN REQUESTED ASSISTANCE ,OLD WILLIAMSBURG ROAD ,23690,
5/21/2006,CITIZEN REQUESTED ASSISTANCE ,OLD WILLIAMSBURG ROAD ,23690,
5/15/2006,"ASSAULT, SIMPLE, DOMESTIC ",OLD WILLIAMSBURG ROAD ,23690,
5/20/2006,CITIZEN REQUESTED ASSISTANCE ,OLD WILLIAMSBURG ROAD ,23690,
5/12/2006,CITIZEN REQUESTED ASSISTANCE ,OLD WILLIAMSBURG ROAD ,23690,
5/7/2006,CITIZEN REQUESTED ASSISTANCE ,OLD WILLIAMSBURG ROAD ,23690,
5/5/2006,ABUSE AND NEGLECT OF CHILDREN ,OLD WILLIAMSBURG ROAD ,23690,
4/28/2006,CITIZEN REQUESTED ASSISTANCE ,OLD WILLIAMSBURG ROAD ,23690,
4/24/2006,"ASSAULT, SIMPLE ",OLD WILLIAMSBURG ROAD ,23690,
4/19/2006,"ASSAULT, SIMPLE, DOMESTIC ",OLD WILLIAMSBURG ROAD ,23690,
4/13/2006,CITIZEN REQUESTED ASSISTANCE ,OLD WILLIAMSBURG ROAD ,23690,
4/11/2006,CITIZEN REQUESTED ASSISTANCE ,OLD WILLIAMSBURG ROAD ,23690,
4/2/2006,MISSING PERSON ,OLD WILLIAMSBURG ROAD ,23690,
3/26/2006,CITIZEN REQUESTED ASSISTANCE ,OLD WILLIAMSBURG ROAD ,23690,
3/21/2006,UNAUTHORIZED USE OF VEHICLE ,OLD WILLIAMSBURG ROAD ,23690,
3/9/2006,"ASSAULT, SIMPLE, DOMESTIC ",OLD WILLIAMSBURG ROAD ,23690,
3/5/2006,CITIZEN REQUESTED ASSISTANCE ,OLD WILLIAMSBURG ROAD ,23690,
2/24/2006,"ASSAULT, SIMPLE, DOMESTIC ",OLD WILLIAMSBURG ROAD ,23690,
12/28/2005,GRAND LARCENY ,OLD WILLIAMSBURG ROAD ,23690,
2/3/2006,"DAMAGE PROPERTY, PRIVATE ",OLD WILLIAMSBURG ROAD ,23690,
1/11/2006,OBSCENE/THREATENING PHONE CALL ,OLD WILLIAMSBURG ROAD ,23690,
1/17/2006,CITIZEN REQUESTED ASSISTANCE ,OLD WILLIAMSBURG ROAD ,23690,
1/14/2006,TRESPASSING ,OLD WILLIAMSBURG ROAD ,23690,
1/14/2006,"ASSAULT, SIMPLE ",OLD WILLIAMSBURG ROAD ,23690,
1/8/2006,POSSESSION OF MARIJUANA ,OLD WILLIAMSBURG ROAD ,23690,
3/1/2006,ANNOYING PHONE CALLS ,OLD WILLIAMSBURG ROAD ,23690,
1/22/2006,TRESPASSING ,OLD WILLIAMSBURG ROAD ,23690,COBURN COURT
1/22/2006,"DAMAGE PROPERTY, PRIVATE ",OLD WILLIAMSBURG ROAD ,23690,COBURN COURT
1/3/2006,TRESPASSING ,OLD WILLIAMSBURG ROAD ,23690,COBURN COURT
11/10/2006,"DAMAGE PROPERTY, PRIVATE ",OLD YORK HAMPTON HWY ,23690,
1/31/2006,DRIVING W/SUSPENDED OR REVOKED LICENSE ,OLD YORK HAMPTON HWY ,23690,
1/31/2006,POSSESSION OF MARIJUANA ,OLD YORK HAMPTON HWY ,23690,
12/10/2006,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,OLD YORK HAMPTON HWY ,23690,
4/28/2006,"DAMAGE PROPERTY, PRIVATE ",READ STREET ,23690,
4/28/2006,MOTOR VEHICLE THEFT ,READ STREET ,23690,
12/31/2006,REFUSE BLOOD/BREATH TEST ,READ STREET ,23690,
12/31/2006,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,READ STREET ,23690,
3/3/2006,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,READ STREET ,23690,
6/21/2006,CITIZEN REQUESTED ASSISTANCE ,RIVERMEADE COURT ,23690,RIVERMEADE
6/7/2006,GRAND LARCENY ,RIVERMEADE COURT ,23690,RIVERMEADE
3/13/2006,"ASSAULT, SIMPLE ",RIVERMEADE COURT ,23690,RIVERMEADE
2/28/2006,CITIZEN REQUESTED ASSISTANCE ,RIVERMEADE COURT ,23690,RIVERMEADE
1/20/2006,"DAMAGE PROPERTY, PRIVATE ",RIVERMEADE COURT ,23690,RIVERMEADE
1/20/2006,"LARCENY,FROM MOTOR VEHICLE ",RIVERMEADE COURT ,23690,RIVERMEADE
12/28/2006,CITIZEN REQUESTED ASSISTANCE ,RIVERMEADE COURT ,23690,RIVERMEADE
8/3/2006,CITIZEN REQUESTED ASSISTANCE ,SONSHINE WAY ,23690,SONSHINE ACRES
4/26/2006,RECOVERED VEHICLE-STOLEN OTHER JURISDICTION ,SONSHINE WAY ,23690,SONSHINE ACRES
12/28/2005,CITIZEN REQUESTED ASSISTANCE ,SONSHINE WAY ,23690,CHEYENNE HILLS
12/10/2006,"ASSAULT, SIMPLE, DOMESTIC ",SPRING ROAD ,23690,
5/8/2006,PROSTITUTION OR SOLICITATION OF PROSTITUTE ,SURRENDER ROAD ,23690,
5/8/2006,CRIMES AGAINST NATURE ,SURRENDER ROAD ,23690,
2/17/2006,CONTRIBUTING TO THE DELINQUENCY OF A MINOR ,SURRENDER ROAD ,23690,
6/13/2006,MOTOR VEHICLE THEFT ,SYCAMORE LANE ,23690,
2/8/2006,CITIZEN REQUESTED ASSISTANCE ,TALIAFERRO ROAD ,23690,
2/2/2006,"DAMAGE PROPERTY, PRIVATE ",TALIAFERRO ROAD ,23690,
4/4/2006,"DAMAGE PROPERTY, PRIVATE ",TOUR ROAD ,23690,
8/27/2006,CITIZEN REQUESTED ASSISTANCE ,TOWNLEY COURT ,23690,RIVERMEADE
8/11/2006,PETIT LARCENY ,TOWNLEY COURT ,23690,RIVERMEADE
6/20/2006,"ASSAULT, SIMPLE ",TOWNLEY COURT ,23690,RIVERMEADE
6/14/2006,"ASSAULT, AGGRAVATED ",TOWNLEY COURT ,23690,RIVERMEADE
6/2/2006,CITIZEN REQUESTED ASSISTANCE ,TOWNLEY COURT ,23690,RIVERMEADE
5/21/2006,CITIZEN REQUESTED ASSISTANCE ,TOWNLEY COURT ,23690,RIVERMEADE
4/13/2006,CITIZEN REQUESTED ASSISTANCE ,TOWNLEY COURT ,23690,RIVERMEADE
3/27/2006,"LARCENY,FROM MOTOR VEHICLE ",TOWNLEY COURT ,23690,RIVERMEADE
3/27/2006,"LARCENY,FROM MOTOR VEHICLE ",TOWNLEY COURT ,23690,RIVERMEADE
1/8/2006,"DAMAGE PROPERTY, PRIVATE ",TOWNLEY COURT ,23690,RIVERMEADE
5/10/2006,OBSCENE/THREATENING PHONE CALL ,VIVIAN COURT ,23690,ENDVIEW WOODS
2/7/2006,CITIZEN REQUESTED ASSISTANCE ,VIVIAN COURT ,23690,YORKTOWN TRACE
12/8/2006,CITIZEN REQUESTED ASSISTANCE ,WALNUT DRIVE ,23690,KINGS COURT
11/18/2006,"ASSAULT, SIMPLE ",WALNUT DRIVE ,23690,KINGS COURT
11/12/2006,"ASSAULT, SIMPLE, DOMESTIC ",WALNUT DRIVE ,23690,KINGS COURT
11/5/2006,"DAMAGE PROPERTY, PRIVATE ",WALNUT DRIVE ,23690,KINGS COURT
10/14/2006,CITIZEN REQUESTED ASSISTANCE ,WALNUT DRIVE ,23690,KINGS COURT
9/18/2006,CITIZEN REQUESTED ASSISTANCE ,WALNUT DRIVE ,23690,KINGS COURT
9/18/2006,"ASSAULT, SIMPLE ",WALNUT DRIVE ,23690,KINGS COURT
8/18/2006,RECKLESS - GENERAL ,WALNUT DRIVE ,23690,KINGS COURT
8/18/2006,"DAMAGE PROPERTY, PRIVATE ",WALNUT DRIVE ,23690,KINGS COURT
9/2/2006,CITIZEN REQUESTED ASSISTANCE ,WALNUT DRIVE ,23690,KINGS COURT
7/19/2006,"ASSAULT, SIMPLE, DOMESTIC ",WALNUT DRIVE ,23690,KINGS COURT
5/19/2006,DISCHARGE FIREARM IN PUBLIC PLACE ,WALNUT DRIVE ,23690,KINGS COURT
5/4/2006,USE OR DISPLAY FIREARM IN COMMISSION OF FELONY ,WALNUT DRIVE ,23690,KINGS COURT
5/4/2006,MURDER -FIRST DEGREE ,WALNUT DRIVE ,23690,KINGS COURT
4/23/2006,CITIZEN REQUESTED ASSISTANCE ,WALNUT DRIVE ,23690,KINGS COURT
4/23/2006,DISORDERLY CONDUCT ,WALNUT DRIVE ,23690,KINGS COURT
3/23/2006,"LARCENY,FROM MOTOR VEHICLE ",WALNUT DRIVE ,23690,KINGS COURT
3/12/2006,CITIZEN REQUESTED ASSISTANCE ,WALNUT DRIVE ,23690,KINGS COURT
3/2/2006,"ASSAULT, SIMPLE ",WALNUT DRIVE ,23690,KINGS COURT
2/21/2006,"ASSAULT, SIMPLE, DOMESTIC ",WALNUT DRIVE ,23690,KINGS COURT
12/30/2005,"DAMAGE PROPERTY, PRIVATE ",WALNUT DRIVE ,23690,KINGS COURT
1/28/2006,"DAMAGE PROPERTY, PRIVATE ",WALNUT DRIVE ,23690,KINGS COURT
1/28/2006,"BURGLARY, RESIDENTIAL ",WALNUT DRIVE ,23690,KINGS COURT
1/25/2006,CITIZEN REQUESTED ASSISTANCE ,WALNUT DRIVE ,23690,KINGS COURT
5/19/2006,RUNAWAY JUVENILE ,WALNUT DRIVE ,23690,KINGS COURT
4/20/2006,"ASSAULT, SIMPLE, DOMESTIC ",WATER STREET ,23690,
12/19/2006,CREDIT CARD FRAUD ,WATER STREET ,23690,
11/30/2006,TRESPASSING ,WATER STREET ,23690,
11/18/2006,LOST PROPERTY ,WATER STREET ,23690,
10/20/2006,LOST PROPERTY ,WATER STREET ,23690,
10/22/2006,FOUND PROPERTY ,WATER STREET ,23690,
11/20/2006,"LARCENY,FROM MOTOR VEHICLE ",WATER STREET ,23690,
11/9/2006,LOST PROPERTY ,WATER STREET ,23690,
10/25/2006,"LARCENY,FROM MOTOR VEHICLE ",WATER STREET ,23690,
10/20/2006,DRUNK IN PUBLIC ,WATER STREET ,23690,
10/18/2006,"DAMAGE PROPERTY, PRIVATE ",WATER STREET ,23690,
10/14/2006,RECKLESS - GENERAL ,WATER STREET ,23690,
9/30/2006,CITIZEN REQUESTED ASSISTANCE ,WATER STREET ,23690,
10/2/2006,"ASSAULT, SIMPLE ",WATER STREET ,23690,
9/13/2006,DISORDERLY CONDUCT ,WATER STREET ,23690,
9/10/2006,"LARCENY,FROM MOTOR VEHICLE ",WATER STREET ,23690,
9/24/2006,PETIT LARCENY ,WATER STREET ,23690,
9/23/2006,UNLAWFUL PURCHASE OR POSSESS ALCOHOLIC BEVERAGE ,WATER STREET ,23690,
7/15/2006,GRAND LARCENY ,WATER STREET ,23690,
8/6/2006,CURFEW VIOLATION ,WATER STREET ,23690,
8/6/2006,CITIZEN REQUESTED ASSISTANCE ,WATER STREET ,23690,
8/6/2006,CITIZEN REQUESTED ASSISTANCE ,WATER STREET ,23690,
7/4/2006,GRAND LARCENY ,WATER STREET ,23690,
6/30/2006,LOST PROPERTY ,WATER STREET ,23690,
8/20/2006,CITIZEN REQUESTED ASSISTANCE ,WATER STREET ,23690,
8/14/2006,"ASSAULT, SIMPLE ",WATER STREET ,23690,
8/9/2006,"ASSAULT, SIMPLE ",WATER STREET ,23690,
8/1/2006,LOST PROPERTY ,WATER STREET ,23690,
8/9/2006,CITIZEN REQUESTED ASSISTANCE ,WATER STREET ,23690,
7/31/2006,"DAMAGE PROPERTY, BUSINESS ",WATER STREET ,23690,
7/27/2006,UNLAWFUL PURCHASE OR POSSESS ALCOHOLIC BEVERAGE ,WATER STREET ,23690,
7/26/2006,TRESPASSING ,WATER STREET ,23690,
7/26/2006,RAPE ,WATER STREET ,23690,
7/22/2006,CONTRIBUTING TO THE DELINQUENCY OF A MINOR ,WATER STREET ,23690,
7/22/2006,UNLAWFUL PURCHASE OR POSSESS ALCOHOLIC BEVERAGE ,WATER STREET ,23690,
7/22/2006,POSSESSION OF MARIJUANA ,WATER STREET ,23690,
7/20/2006,PETIT LARCENY ,WATER STREET ,23690,
7/13/2006,GRAND LARCENY ,WATER STREET ,23690,
7/9/2006,POSSESION AND USE OF FIREWORKS ,WATER STREET ,23690,
7/2/2006,UNLAWFUL PURCHASE OR POSSESS ALCOHOLIC BEVERAGE ,WATER STREET ,23690,
6/25/2006,"ASSAULT, SIMPLE ",WATER STREET ,23690,
6/15/2006,LOST PROPERTY ,WATER STREET ,23690,
6/13/2006,CITIZEN REQUESTED ASSISTANCE ,WATER STREET ,23690,
6/10/2006,LOST PROPERTY ,WATER STREET ,23690,
6/4/2006,LOST PROPERTY ,WATER STREET ,23690,
6/5/2006,CITIZEN REQUESTED ASSISTANCE ,WATER STREET ,23690,
5/28/2006,DRUNK IN PUBLIC ,WATER STREET ,23690,
5/19/2006,CITIZEN REQUESTED ASSISTANCE ,WATER STREET ,23690,
5/17/2006,CITIZEN REQUESTED ASSISTANCE ,WATER STREET ,23690,
5/14/2006,CITIZEN REQUESTED ASSISTANCE ,WATER STREET ,23690,
5/13/2006,CITIZEN REQUESTED ASSISTANCE ,WATER STREET ,23690,
5/14/2006,MOTOR VEHICLE THEFT ,WATER STREET ,23690,
5/11/2006,PETIT LARCENY ,WATER STREET ,23690,
5/9/2006,RECKLESS - GENERAL ,WATER STREET ,23690,
4/25/2006,DRIVING W/SUSPENDED OR REVOKED LICENSE ,WATER STREET ,23690,
4/18/2006,CITIZEN REQUESTED ASSISTANCE ,WATER STREET ,23690,
4/16/2006,RECKLESS - GENERAL ,WATER STREET ,23690,
4/16/2006,"DAMAGE PROPERTY, PRIVATE ",WATER STREET ,23690,
4/14/2006,CITIZEN REQUESTED ASSISTANCE ,WATER STREET ,23690,
4/8/2006,CITIZEN REQUESTED ASSISTANCE ,WATER STREET ,23690,
4/5/2006,CITIZEN REQUESTED ASSISTANCE ,WATER STREET ,23690,
4/5/2006,CITIZEN REQUESTED ASSISTANCE ,WATER STREET ,23690,
4/1/2006,CITIZEN REQUESTED ASSISTANCE ,WATER STREET ,23690,
3/30/2006,"BURGLARY, BUSINESS ",WATER STREET ,23690,
4/2/2006,DRUNK IN PUBLIC ,WATER STREET ,23690,
3/29/2006,CITIZEN REQUESTED ASSISTANCE ,WATER STREET ,23690,
3/26/2006,CITIZEN REQUESTED ASSISTANCE ,WATER STREET ,23690,
3/6/2006,"BURGLARY, BUSINESS ",WATER STREET ,23690,
3/1/2006,"DAMAGE PROPERTY, PRIVATE ",WATER STREET ,23690,
2/15/2006,"GRAFITTI, PUBLIC PROPERTY ",WATER STREET ,23690,
2/2/2006,CONTRIBUTING TO THE DELINQUENCY OF A MINOR ,WATER STREET ,23690,
2/2/2006,"DAMAGE PROPERTY, PRIVATE ",WATER STREET ,23690,
2/2/2006,GRAND LARCENY ,WATER STREET ,23690,
2/11/2006,"DAMAGE PROPERTY, PRIVATE ",WATER STREET ,23690,CHISCHIAK WATCH
1/28/2006,"ASSAULT, SIMPLE ",WATER STREET ,23690,
1/11/2006,"FRAUD, ALL OTHERS ",WATER STREET ,23690,
1/22/2006,"DAMAGE PROPERTY, PRIVATE ",WATER STREET ,23690,
1/1/2006,"DAMAGE PROPERTY, PRIVATE ",WATER STREET ,23690,
11/29/2006,ATTEMPTED SUICIDE ,WATER STREET ,23690,
5/11/2006,CITIZEN REQUESTED ASSISTANCE ,WATER STREET ,23690,
1/7/2006,"ASSAULT, SIMPLE ",WATER STREET ,23690,
5/5/2006,TRESPASSING ,WATER STREET ,23690,
5/5/2006,"DAMAGE PROPERTY, BUSINESS ",WATER STREET ,23690,
9/6/2006,CITIZEN REQUESTED ASSISTANCE ,WATER STREET ,23690,
3/13/2006,CITIZEN REQUESTED ASSISTANCE ,WATER STREET ,23690,
4/9/2006,DRUNK IN PUBLIC ,WATER STREET ,23690,
4/9/2006,POSSESSION OF MARIJUANA ,WATER STREET ,23690,
12/3/2006,CITIZEN REQUESTED ASSISTANCE ,WHITT COURT ,23690,YORKTOWN SQUARE
11/15/2006,CITIZEN REQUESTED ASSISTANCE ,WHITT COURT ,23690,YORKTOWN SQUARE
9/12/2006,CITIZEN REQUESTED ASSISTANCE ,WHITT COURT ,23690,YORKTOWN SQUARE
2/18/2006,"DAMAGE PROPERTY, BUSINESS ",WHITT COURT ,23690,YORKTOWN SQUARE
1/19/2006,CITIZEN REQUESTED ASSISTANCE ,WHITT COURT ,23690,YORKTOWN SQUARE
1/10/2006,EMBEZZLEMENT >=$200 ,WHITT COURT ,23690,YORKTOWN SQUARE
11/20/2006,"ASSAULT, SIMPLE ",YORK DRIVE ,23690,WILLIAMS TERRACE
7/2/2006,OBSCENE/THREATENING PHONE CALL ,YORK DRIVE ,23690,WILLIAMS TERRACE
6/7/2006,CITIZEN REQUESTED ASSISTANCE ,YORK DRIVE ,23690,WILLIAMS TERRACE
