yfips,year,fips,state,county_name,total_pop,total_pop_15to64,female_pop_15to64,male_pop_15to64,asian_pop_15to64,black_pop_15to64,latino_pop_15to64,native_pop_15to64,other_pop_15to64,white_pop_15to64,urbanicity,region,division,commuting_zone,metro_area,land_area,total_jail_adm,total_jail_adm_dcrp,female_jail_adm_dcrp,male_jail_adm_dcrp,total_jail_pop,female_jail_pop,male_jail_pop,asian_jail_pop,black_jail_pop,latino_jail_pop,native_jail_pop,white_jail_pop,total_jail_pretrial,female_jail_pretrial,male_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp,female_jail_pop_dcrp,male_jail_pop_dcrp,total_prison_pop,female_prison_pop,male_prison_pop,asian_prison_pop,black_prison_pop,latino_prison_pop,native_prison_pop,other_prison_pop,white_prison_pop,total_prison_adm,female_prison_adm,male_prison_adm,asian_prison_adm,black_prison_adm,latino_prison_adm,native_prison_adm,other_prison_adm,white_prison_adm,num_facilites,num_employees,confined_pop,capacity,ucr_population,index_crime,violent_crime,property_crime,murder_crime,rape_crime,robbery_crime,agr_assault_crime,burglary_crime,larceny_crime,mv_theft_crime,arson_crime
199251059,1992,51059,VA,Fairfax County,853632,615695,307192,308503,58991,49510,43436,1444,,462314,suburban,South,South Atlantic,74,47900,390.961,26533.31,,,,907,130,883,18,463,78,5,449,321,42,279,206,0,7,0,18,1,,,,1131,54,1077,17,566,5,0,1,542,866,85,781,16,424,12,0,0,414,0,0,0,0,843672,28554,1108,27446,19,101,505,483,2649,22615,1944,238
199351059,1993,51059,VA,Fairfax County,866095,622904,310699,312205,63149,51322,46704,1459,,460270,suburban,South,South Atlantic,74,47900,390.961,25830.61,,,,959,118,841,10,389,67,5,482,164,1,163,211,0,10,0,18,1.181818,,,,1105,57,1048,19,585,12,0,1,488,723,86,637,15,372,15,,1,320,0,0,0,0,,,,,,,,,,,,
199451059,1994,51059,VA,Fairfax County,879292,630500,314723,315777,67100,53105,49895,1488,,458912,suburban,South,South Atlantic,74,47900,390.961,25127.92,,,,950,131,830,25,472,76,5,383,210.5,9.75,200.75,216,0,9.2,0,16.8,1.363636,,,,1212,59,1153,24,673,19,,2,494,696,81,615,14,374,19,,1,288,0,0,0,0,877826,28093,998,27095,20,116,454,408,2237,22642,1925,291
199551059,1995,51059,VA,Fairfax County,891373,637543,318646,318897,72007,54652,53750,1486,,455648,suburban,South,South Atlantic,74,47900,390.961,24425.22,,,,1020,126,796,19,446,75,3.666667,382,257,18.5,238.5,221,0,8.4,0,15.6,1.545455,,,,1238,83,1155,23,701,20,,2,492,690,101,589,16,370,7,0,0,297,0,0,0,0,890508,29316,964,28352,15,86,474,389,2392,23689,2049,222
199651059,1996,51059,VA,Fairfax County,906941,647311,324348,322963,77077,55746,58283,1510,,454695,suburban,South,South Atlantic,74,47900,390.961,23722.53,,,,873,112,792,20,406,88,2.333333,390,303.5,27.25,276.25,226,0,7.6,0,14.4,1.727273,,,,1224,76,1148,22,691,21,,2,488,608,74,534,7,325,7,0,0,269,0,0,0,0,898174,28938,1002,27936,15,94,524,369,2132,23417,2189,198
199751059,1997,51059,VA,Fairfax County,924248,658422,329829,328593,82408,57613,63076,1521,,453804,suburban,South,South Atlantic,74,47900,390.961,23019.84,,,,919,92,807,23,449,86,1,340,350,36,314,231,0,6.8,0,13.2,1.909091,,,,1161,66,1095,22,647,18,,3,471,635,73,562,8,345,7,0,0,275,0,0,0,0,906113,28436,988,27448,16,73,475,424,2162,22996,2079,211
199851059,1998,51059,VA,Fairfax County,936855,664646,333487,331159,87109,57788,67727,1540,,450482,suburban,South,South Atlantic,74,47900,390.961,22317.14,,,,908,120,776,13,451,87,1,345,370,40,330,236,0,6,0,12,2.090909,,,,1273,82,1191,27,733,26,,3,484,661,76,585,14,356,23,0,0,268,0,0,0,0,921998,25166,970,24196,16,131,402,421,2180,19910,1972,134
199951059,1999,51059,VA,Fairfax County,955629,677096,340009,337087,93399,59903,72522,1573,,449699,suburban,South,South Atlantic,74,47900,390.961,20492.14,,,,902,97,762,21,401,100,1,336,333,37,296,240,0,12,0,10.8,2.272727,,,,1180,77,1103,27,667,26,,3,457,473,48,425,9,249,17,0,1,197,0,0,0,0,940400,22747,950,21797,23,106,410,411,1483,18366,1813,135
200051059,2000,51059,VA,Fairfax County,975476,690976,346807,344169,99315,61457,77852,1615,,450737,suburban,South,South Atlantic,74,47900,390.961,19657.86,25264,3032,22232,938,108,811,24,405,131,1,359,385,45,340,128,0,3,0,9.6,2.454545,996,120,876,1693,118,1575,33,931,56,,3,670,505,49,456,8,259,23,0,0,215,0,0,0,0,969749,11937,256,11681,2,38,132,84,1117,10154,396,14
200151059,2001,51059,VA,Fairfax County,991564,703093,353025,350068,105238,62612,82309,1733,,451201,suburban,South,South Atlantic,74,47900,390.961,24924.29,22199,2664,19535,970,125,917,31,458,146,1,407,440,54,386,16,0,4.333333,0,8.4,2.636364,997,117,880,1601,100,1501,45,823,86,0,2,645,472,36,436,19,214,37,0,0,202,0,0,0,0,984715,14999,353,14646,2,40,201,110,1467,12674,483,22
200251059,2002,51059,VA,Fairfax County,998613,707306,355943,351363,110161,62827,86485,1644,,446189,suburban,South,South Atlantic,74,47900,390.961,23516.43,27427,4039,23388,1056,122,920,44,274,270,1,454,437,51,386,254,0,5.666667,0,7.2,2.818182,1086,159,927,1499,96,1403,43,789,90,0,3,574,423,36,387,14,200,34,0,0,175,0,0,0,0,999204,19407,599,18808,8,56,336,199,1591,15796,1331,90
200351059,2003,51059,VA,Fairfax County,1003070,710351,358026,352325,114385,63319,89945,1694,,441008,suburban,South,South Atlantic,74,47900,390.961,23412.14,24812,3569,21243,1169,125,1073,46,495,247,1,404,475.75,53.75,422,288,0,7,0,6,3,1190,127,1063,1634,113,1521,54,809,159,0,5,607,526,50,476,20,231,76,0,0,199,0,0,0,0,995228,18621,735,17886,6,63,369,297,506,15721,1534,125
200451059,2004,51059,VA,Fairfax County,1010938,716232,361768,354464,118929,64721,92979,1629,,437974,suburban,South,South Atlantic,74,47900,390.961,96099.29,26715,4125,22590,1248,161,1139,49,512,258,1,478,514.5,56.5,458,191,0,8,0,5,3,1187,110,1077,1726,123,1603,67,853,197,0,6,603,572,51,521,24,257,87,0,1,203,0,0,0,0,1010359,17373,679,16694,4,40,362,273,181,14953,1443,117
200551059,2005,51059,VA,Fairfax County,1019490,721449,364261,357188,122772,66485,95819,1903,,434470,suburban,South,South Atlantic,74,47900,390.961,28261.43,26929,4086,26929,1300,136,1194,37,537,285,1,469,553.25,59.25,494,276,0,35.5,0,10,3,1232,126,1232,1654,108,1546,48,836,160,0,7,603,533,43,490,11,254,59,0,1,208,0,0,0,0,1002565,16738,607,16131,13,63,291,240,994,13729,1283,125
200651059,2006,51059,VA,Fairfax County,1018981,722072,364862,357210,125611,67621,98331,1701,,428808,suburban,South,South Atlantic,74,47900,390.961,24350.71,26128,4046,22082,1294,146,1150,41,483,292,1,478,592,62,530,11,0,63,0,158,146,1258,142,1116,1541,117,1424,43,763,139,0,11,585,495,51,444,14,226,51,0,0,204,0,0,0,0,1001565,17342,880,16462,15,62,446,357,1545,13338,1452,127
200751059,2007,51059,VA,Fairfax County,1027727,727464,367701,359763,130225,68788,102408,1605,,424438,suburban,South,South Atlantic,74,47900,390.961,27427.14,25691,3989,21702,1337,135,1194,31,523,289,1,484,632,58,574,260,0,10,0,58,33,1330,130,1200,1571,104,1467,46,758,154,0,11,602,524,37,487,14,236,60,0,0,214,0,0,0,0,1013207,18782,945,17837,16,65,506,358,1415,15012,1269,141
200851059,2008,51059,VA,Fairfax County,1044178,736161,371911,364250,134532,70216,109021,1620,,420772,suburban,South,South Atlantic,74,47900,390.961,29617.14,29559,4517,25042,1407,149,1235,45,507,352,1,466,556,59,497,218,0,27,12,104,95,1325,142,1183,1570,103,1467,44,800,143,0,13,570,561,47,514,18,275,52,0,0,216,0,0,0,0,1010931,20369,799,19570,18,66,356,359,1477,16852,1132,109
200951059,2009,51059,VA,Fairfax County,1065142,747639,377929,369710,139111,71600,115659,1645,,419624,suburban,South,South Atlantic,74,47900,390.961,29617.14,27000,4500,22500,1309,151,1184,38,530,273,7.5,490,545,48,497,329,4,22,8.333333,19,15,1200,200,1000,1520.4,96,1424.4,45,757.6,152.4,,15.2,550.2,517,43.5,473.5,16.5,244.5,70,0,1.5,184.5,0,0,0,0,1023670,19874,779,19095,16,108,346,309,1544,16383,1092,76
201051059,2010,51059,VA,Fairfax County,1081682,757440,382781,374659,143289,72452,120016,1557,,420126,suburban,South,South Atlantic,74,47900,390.961,24037.86,22234,3908,18326,1338,113,1102,39,457,137,14,672,432,48,497,58,4,27,4.666667,12,9,1350,150,1200,1470.8,89,1381.8,46,715.2,161.8,,17.4,530.4,473,40,433,15,214,88,0,3,153,0,0,0,0,1081726,18009,1069,16940,23,133,404,509,1297,14561,1037,45
201151059,2011,51059,VA,Fairfax County,1086734,760328,384054,376274,144153,72824,120551,1662,,421138,suburban,South,South Atlantic,74,47900,390.961,25550,24644,4392,20252,1226,129,1151,43,434,1,15,728,431,48,497,349,4,6,1,9,9,1288,124,1164,1421.2,82,1339.2,47,672.8,171.2,,19.6,510.6,441,40,401,19,183,47,,1,191,0,0,0,0,1094648,16938,988,15950,11,107,442,428,1065,13908,903,74
201251059,2012,51059,VA,Fairfax County,1105720,770263,388957,381306,148777,74629,123116,1673,,422068,suburban,South,South Atlantic,74,47900,390.961,21430.71,23104,4066,19038,1308,111,1170,69,504,161,5,483,436,48,497,330,4,31,1,4,4,1280,118,1162,1371.6,75,1296.6,48,630.4,180.6,,21.8,490.8,395,29,366,17,185,54,,2,137,0,0,0,0,1112829,16586,902,15684,16,124,353,409,1155,13627,830,72
201351059,2013,51059,VA,Fairfax County,1121834,775626,391388,384238,152380,76065,125161,1638,,420382,suburban,South,South Atlantic,74,47900,390.961,22027,22027,3965,18062,1220,115,1120,50,498,190,1,492,303,48,497,344.5,4,21.5,1,2,2,1220,220,1000,1322,68,1254,49,588,190,,24,471,389,27,362,14,153,95,0,0,127,0,0,0,0,1132117,17199,1085,16114,12,183,430,460,1131,14170,779,34
201451059,2014,51059,VA,Fairfax County,1135460,780847,393419,387428,156785,77945,127031,1634,,417452,suburban,South,South Atlantic,74,47900,390.961,22890.71,,,,1229,130,1146,44,497,190,1,715,393,48,497,359,4,12,1,6,5,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1142941,16444,1043,15401,11,171,417,444,973,13624,772,32
201551059,2015,51059,VA,Fairfax County,1139292,779575,392282,387293,159419,78665,127387,1608,,412496,suburban,South,South Atlantic,74,47900,390.961,18880,,,,1053,106,902,40,406,190,1,552,328,48,497,232,4,3,1,2,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
201651059,2016,51059,VA,Fairfax County,1142197,777099,390499,386600,162185,79470,127299,1550,,406595,suburban,South,South Atlantic,74,47900,390.961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197051061,1970,51061,VA,Fauquier County,26611,16058,7950,8108,,3274,,,32,12752,suburban,South,South Atlantic,74,47900,647.985,0,,,,13,0,13,,,,,,10,0,10,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197151061,1971,51061,VA,Fauquier County,27595,16860,8279,8581,,3309,,,45,13506,suburban,South,South Atlantic,74,47900,647.985,0,,,,12.875,0,13.25,,,,,,9.25,0,11.05556,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197251061,1972,51061,VA,Fauquier County,28068,17360,8453,8907,,3288,,,48,14024,suburban,South,South Atlantic,74,47900,647.985,0,,,,12.75,0,13.5,,,,,,8.5,0,12.11111,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197351061,1973,51061,VA,Fauquier County,28367,17745,8583,9162,,3251,,,54,14440,suburban,South,South Atlantic,74,47900,647.985,0,,,,12.625,0,13.75,,,,,,7.75,0,13.16667,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197451061,1974,51061,VA,Fauquier County,29989,18963,9290,9673,,3393,,,69,15501,suburban,South,South Atlantic,74,47900,647.985,0,,,,12.5,0,14,,,,,,7,0,14.22222,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197551061,1975,51061,VA,Fauquier County,30411,19331,9572,9759,,3384,,,75,15872,suburban,South,South Atlantic,74,47900,647.985,0,,,,12.375,0,14.25,,,,,,6.25,0,15.27778,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197651061,1976,51061,VA,Fauquier County,31461,20307,10037,10270,,3431,,,83,16793,suburban,South,South Atlantic,74,47900,647.985,0,,,,12.25,0,14.5,,,,,,5.5,0,16.33333,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197751061,1977,51061,VA,Fauquier County,32693,21332,10575,10757,,3510,,,91,17731,suburban,South,South Atlantic,74,47900,647.985,0,,,,12.125,0,14.75,,,,,,4.75,0,17.38889,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,29690,321,13,308,3,0,2,8,142,153,13,0
197851061,1978,51061,VA,Fauquier County,34252,22600,11293,11307,,3619,,,106,18875,suburban,South,South Atlantic,74,47900,647.985,625.7143,,,,12,0,15,,,,,,4,0,18.44444,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,29746,384,15,369,3,1,2,9,179,185,5,0
197951061,1979,51061,VA,Fauquier County,35155,23434,11635,11799,,3658,,,114,19662,suburban,South,South Atlantic,74,47900,647.985,729.3715,,,,14.2,0,16.2,,,,,,6,0,19.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
198051061,1980,51061,VA,Fauquier County,36073,24177,11993,12184,,3701,,,126,20350,suburban,South,South Atlantic,74,47900,647.985,833.0286,,,,16.4,0,17.4,,,,,,8,0,20.55556,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,35762,602,11,591,2,2,1,6,296,274,15,6
198151061,1981,51061,VA,Fauquier County,36729,24759,12255,12504,,3645,,,146,20968,suburban,South,South Atlantic,74,47900,647.985,936.6857,,,,18.6,0,18.6,,,,,,10,0,21.61111,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,36451,821,40,781,5,4,11,20,275,482,20,4
198251061,1982,51061,VA,Fauquier County,37630,25411,12574,12837,,3597,,,158,21656,suburban,South,South Atlantic,74,47900,647.985,1040.343,,,,20.8,0,19.8,,,,,,12,0,22.66667,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,36888,706,22,684,2,2,3,15,199,452,22,11
198351061,1983,51061,VA,Fauquier County,38234,25874,12784,13090,,3529,,,165,22180,suburban,South,South Atlantic,74,47900,647.985,1144,,,,23,2,21,,,,,,14,0,23.72222,2,0,0,0,0,0,,,,16,0,16,0,7,0,0,0,9,,,,,,,,,,0,0,0,0,37283,565,37,528,2,5,13,17,180,339,5,4
198451061,1984,51061,VA,Fauquier County,39169,26619,13135,13484,,3502,,,179,22938,suburban,South,South Atlantic,74,47900,647.985,1134.2,,,,28.8,1.888889,27.6,,,,,,17,0,24.77778,4,0,0,0,0,0,,,,28,0,28,0,15,0,0,0,13,,,,,,,,,,0,0,0,0,38500,696,39,657,2,5,7,25,212,412,26,7
198551061,1985,51061,VA,Fauquier County,40813,27793,13724,14069,,3528,,,196,24069,suburban,South,South Atlantic,74,47900,647.985,1124.4,,,,34.6,1.777778,34.2,,,,,,20,0,25.83333,6,0,0,0,0,0,,,,27,0,27,0,12,0,0,0,15,18,0,18,0,6,0,0,0,12,0,0,0,0,39794,688,41,647,1,8,4,28,153,466,25,3
198651061,1986,51061,VA,Fauquier County,42574,29070,14318,14752,,3563,,,218,25289,suburban,South,South Atlantic,74,47900,647.985,1114.6,,,,40.4,1.666667,40.8,,,,,,23,0,26.88889,8,0,0,0,0,0,,,,34,0,34,0,15,0,0,0,19,25,0,25,0,11,0,0,0,14,0,0,0,0,40331,646,51,595,2,4,13,32,153,400,40,2
198751061,1987,51061,VA,Fauquier County,44717,30527,15008,15519,,3630,,,238,26659,suburban,South,South Atlantic,74,47900,647.985,1104.8,,,,46.2,1.555556,47.4,,,,,,26,0,27.94444,10,0,0,0,0,0,,,,49,0,49,0,22,0,0,0,27,36,0,36,0,17,0,0,0,19,0,0,0,0,42851,691,34,657,1,1,7,25,129,470,55,3
198851061,1988,51061,VA,Fauquier County,46547,31740,15615,16125,,3656,,,254,27830,suburban,South,South Atlantic,74,47900,647.985,1095,,,,52,1.444444,54,,,,,,29,0,29,12,0,0,0,0,0,,,,48,,,0,24,0,0,0,24,32,,,0,16,0,0,0,16,0,0,0,0,45093,733,40,693,2,3,12,23,201,430,59,3
198951061,1989,51061,VA,Fauquier County,48042,32644,16052,16592,,3655,,,274,28715,suburban,South,South Atlantic,74,47900,647.985,2589,,,,65,1.333333,72,,,,,,36,0,36,15,0,0,0,0,0,,,,76,4,72,0,38,0,0,0,38,53,5,48,0,31,0,0,0,22,0,0,0,0,46733,712,41,671,1,1,7,32,172,437,53,9
199051061,1990,51061,VA,Fauquier County,48908,33175,16305,16870,206,3570,373,74,,28952,suburban,South,South Atlantic,74,47900,647.985,3000,,,,70,1.222222,76,0,68,0,0,8,43,0,43,18,0,0,0,0,0,,,,86,,,0,46,0,0,0,40,55,,,0,30,0,0,0,25,0,0,0,0,48741,897,44,853,0,12,3,29,127,672,45,9
199151061,1991,51061,VA,Fauquier County,49411,33396,16434,16962,213,3517,406,75,,29185,suburban,South,South Atlantic,74,47900,647.985,2815,,,,84,1.111111,80,0,48,4,0,28,44,0,44,21,0,0,0,0,0,,,,130,9,121,0,72,0,0,0,58,107,8,99,0,54,0,0,0,53,0,0,0,0,49516,1034,72,962,1,4,12,55,153,702,70,37
199251061,1992,51061,VA,Fauquier County,50272,33852,16698,17154,222,3474,431,73,,29652,suburban,South,South Atlantic,74,47900,647.985,2802.054,,,,65,1,69,0,35,1,0,34,30,1,29,24,0,0,0,0,0,,,,122,10,112,0,72,0,0,0,50,57,10,47,0,29,0,0,0,28,0,0,0,0,50232,1016,77,939,2,12,3,60,151,715,59,14
199351061,1993,51061,VA,Fauquier County,50345,33838,16736,17102,223,3400,448,83,,29684,suburban,South,South Atlantic,74,47900,647.985,2789.107,,,,76,4,72,0,45,1,0,35,45,2,43,27,0,4,0,0,0,,,,145,13,132,0,86,0,0,0,59,100,11,89,0,49,,0,1,50,0,0,0,0,,,,,,,,,,,,
199451061,1994,51061,VA,Fauquier County,50406,33790,16800,16990,224,3308,468,83,,29707,suburban,South,South Atlantic,74,47900,647.985,2776.161,,,,75,4,72.16666,0,42,1.166667,0,37.16667,44.66667,2,42.66667,23.33333,0,3.5,0,0,0,,,,181,14,167,0,108,0,0,0,73,85,10,75,0,41,0,0,0,44,0,0,0,0,51936,974,70,904,1,9,9,51,157,673,64,10
199551061,1995,51061,VA,Fauquier County,50418,33728,16807,16921,235,3238,500,83,,29672,suburban,South,South Atlantic,74,47900,647.985,2763.214,,,,74,4,72.33334,0,39,1.333333,0,39.33333,44.33333,2,42.33333,19.66667,0,3,0,0,0,,,,236,23,213,0,129,0,0,0,107,125,18,107,0,58,0,0,0,67,0,0,0,0,51932,980,74,906,1,7,15,51,213,618,66,9
199651061,1996,51061,VA,Fauquier County,50807,33939,16964,16975,240,3195,534,89,,29881,suburban,South,South Atlantic,74,47900,647.985,2750.268,,,,73,4,72.5,0,36,1.5,0,41.5,44,2,42,16,0,2.5,0,0,0,,,,225,15,210,0,125,0,0,0,100,80,5,75,0,36,0,0,0,44,0,0,0,0,52378,1079,63,1016,0,15,10,38,263,673,75,5
199751061,1997,51061,VA,Fauquier County,51961,34789,17397,17392,247,3212,595,92,,30643,suburban,South,South Atlantic,74,47900,647.985,2737.322,,,,72,4,72.66666,0,33,1.666667,0,43.66667,43.66667,2,41.66667,12.33333,0,2,0,0,0,,,,222,16,206,0,125,0,0,0,97,98,10,88,0,46,0,0,0,52,0,0,0,0,52840,1111,77,1034,3,14,10,50,251,682,87,14
199851061,1998,51061,VA,Fauquier County,52856,35430,17736,17694,261,3201,643,98,,31227,suburban,South,South Atlantic,74,47900,647.985,2724.375,,,,71,4,72.83334,0,30,1.833333,0,45.83333,43.33333,2,41.33333,8.666667,0,1.5,0,0,0,,,,227,18,209,0,123,0,0,0,104,93,11,82,0,36,0,0,0,57,0,0,0,0,53617,922,95,827,3,21,11,60,195,543,77,12
199951061,1999,51061,VA,Fauquier County,54029,36297,18201,18096,271,3231,701,105,,31989,suburban,South,South Atlantic,74,47900,647.985,2711.429,,,,70,4,73,0,27,2,0,48,43,2,41,5,0,1,0,0,0,,,,246,20,226,0,133,,0,2,111,98,10,88,0,47,,0,2,49,0,0,0,0,54759,900,68,832,4,14,11,39,150,617,56,9
200051061,2000,51061,VA,Fauquier County,55470,37396,18769,18627,305,3271,779,101,,32940,suburban,South,South Atlantic,74,47900,647.985,2476.786,1333,306,1027,69.83334,3.666667,66.5,0,24.83333,2.166667,0,43.16667,36.5,0,34.83333,5.714286,0,1.0625,0,0,0,75,5,70,299,29,270,0,154,4,0,0,141,68,10,58,0,32,,0,2,34,0,0,0,0,55139,948,91,857,0,15,12,64,152,662,32,11
200151061,2001,51061,VA,Fauquier County,56878,38372,19295,19077,383,3226,880,107,,33776,suburban,South,South Atlantic,74,47900,647.985,2242.143,1362,109,1253,69.66666,3.333333,60,0,22.66667,2.333333,0,38.33333,30,0,28.66667,6.428571,0,1.125,0,0,0,72,6,66,338,33,305,0,151,5,0,0,182,99,10,89,0,36,,0,3,60,0,0,0,0,55990,974,91,883,5,11,11,64,112,704,49,18
200251061,2002,51061,VA,Fauquier County,58522,39494,19861,19633,449,3239,1044,110,,34652,suburban,South,South Atlantic,74,47900,647.985,2007.5,1756,80,1676,69.5,3,53.5,0,20.5,2.5,0,33.5,23.5,0,22.5,7.142857,0,1.1875,0,0,0,69,4,65,294,28,266,0,132,,0,1,161,72,4,68,0,28,0,0,0,44,0,0,0,0,56814,879,102,777,1,11,13,77,85,625,50,17
200351061,2003,51061,VA,Fauquier County,59863,40422,20295,20127,497,3248,1205,117,,35355,suburban,South,South Atlantic,74,47900,647.985,1772.857,1472,122,1350,69.33334,2.666667,47,0,18.33333,2.666667,0,28.66667,17,0,16.33333,7.857143,0,1.25,0,0,0,68,5,63,307,36,271,0,157,5,0,0,145,93,15,78,0,49,,0,2,42,0,0,0,0,59999,1033,98,935,3,15,16,64,133,724,57,21
200451061,2004,51061,VA,Fauquier County,61319,41300,20798,20502,538,3353,1444,117,,35848,suburban,South,South Atlantic,74,47900,647.985,1538.214,1475,74,1401,69.16666,2.333333,40.5,0,16.16667,2.833333,0,23.83333,10.5,0,10.16667,8.571428,0,1.3125,0,0,0,70,4,66,294,40,254,0,124,,0,3,167,87,13,74,0,29,,0,1,57,0,0,0,0,61745,1028,95,933,0,9,7,79,93,781,44,15
200551061,2005,51061,VA,Fauquier County,62686,42285,21251,21034,556,3438,1818,117,,36356,suburban,South,South Atlantic,74,47900,647.985,1303.571,1268,150,1118,69,2,34,0,14,3,0,19,4,0,4,9.285714,0,1.375,0,0,0,54,5,49,300,42,258,0,129,6,0,0,165,100,16,84,0,40,,0,2,58,0,0,0,0,64168,991,96,895,1,15,11,69,123,720,41,11
200651061,2006,51061,VA,Fauquier County,63761,43051,21671,21380,639,3498,2298,134,,36482,suburban,South,South Atlantic,74,47900,647.985,1480.375,1950,180,1770,73.625,3,40.625,0,15.375,3.7,0,25.625,9.625,0,4,10,0,1.4375,0,0,0,94,10,84,316,53,263,0,153,5,0,0,158,116,22,94,0,55,,0,1,60,0,0,0,0,65645,1081,116,965,2,8,11,95,126,782,48,9
200751061,2007,51061,VA,Fauquier County,64122,43191,21741,21450,661,3512,2603,134,,36281,suburban,South,South Atlantic,74,47900,647.985,1022.109,1146.58730204,382.401359476,764.185942565,48.26275,2.467106,29.14268,0,10.331,2.713816,0,19.89104,9.40584,0,4,6.608318,0,0.9251646,0,0,0,67.2286261014,6.16776386251,61.0608622388,336,42,294,0,161,,0,2,173,108,15,93,0,50,,0,1,57,0,0,0,0,67684,1090,103,987,4,13,11,75,153,749,77,8
200851061,2008,51061,VA,Fauquier County,64558,43306,21861,21445,693,3567,2709,139,,36198,suburban,South,South Atlantic,74,47900,647.985,1129.652,1498.00435234,256.237586585,1241.76676576,51.04733,3.079779,33.18462,0,11.1642,3.141374,0,23.94528,12.85808,0,4,7.039495,0,0.9624308,0,0,0,68.371086805,27.7180081642,40.6530786408,312,46,266,0,131,,0,3,178,112,18,94,0,43,,0,2,67,0,0,0,0,67558,963,66,897,1,12,11,42,96,718,74,9
200951061,2009,51061,VA,Fauquier County,64907,43416,22008,21408,696,3632,2703,145,,36240,suburban,South,South Atlantic,74,47900,647.985,1242.072,1389.21810887,149.484563071,1239.7335458,54.04917,3.706229,37.37114,0,12.04524,3.582688,0,28.10557,16.36918,0,4,7.500701,0,1.00377,0,0,0,74.1245767294,5.5593432547,68.5652334747,298.2,43,255.2,0,124,4.6,0,0.2,169.4,106.5,19,87.5,0,41.5,,0,2,63,0,0,0,0,68478,952,85,867,3,13,18,51,147,674,37,9
201051061,2010,51061,VA,Fauquier County,65263,43551,22106,21445,667,3618,2700,148,,36418,suburban,South,South Atlantic,74,47900,647.985,1356.333,729.135022355,134.542771982,594.592250372,57.11868,4.340089,41.61836,0,12.94277,4.030083,0,32.31816,19.91791,0,4,7.971592,0,1.046272,0,0,0,68.2014051522,5.580114967,62.6212901852,284.4,40,244.4,0,117,6.2,0,0.4,160.8,101,20,81,0,40,,0,2,59,0,0,0,0,65203,949,69,880,0,16,9,44,157,673,46,4
201151061,2011,51061,VA,Fauquier County,65474,43669,22150,21519,690,3619,2697,140,,36523,suburban,South,South Atlantic,74,47900,647.985,1461.14,1685.84097576,359.662554213,1326.17842155,59.78926,4.943815,45.5758,0,13.74999,4.449433,0,36.30614,23.32863,0,4,8.386829,0,1.08146,0,0,0,68.5954355973,4.32583828091,64.2695973164,270.6,37,233.6,0,110,7.8,0,0.6,152.2,88,12,76,0,29,4,0,0,55,0,0,0,0,65982,993,58,935,1,17,14,26,136,751,44,4
201251061,2012,51061,VA,Fauquier County,66063,44000,22278,21722,722,3625,2755,138,,36760,suburban,South,South Atlantic,74,47900,647.985,1568.489,1577.00837317,197.511811904,1379.49656127,62.57113,5.55502,49.60941,0,14.58193,4.876073,0,40.35105,26.77211,0,4,8.817492,0,1.118719,0,0,0,61.7224412201,6.17224412201,55.5501970981,256.8,34,222.8,0,103,9.4,0,0.8,143.6,89,14,75,0,31,,0,2,56,0,0,0,0,66799,817,55,762,2,11,8,34,117,596,39,10
201351061,2013,51061,VA,Fauquier County,66591,44127,22331,21796,729,3658,2829,142,,36769,suburban,South,South Atlantic,74,47900,647.985,1679.368,1679.36759058,165.588857349,1513.77873323,65.4941,6.178689,53.75459,0,15.44672,5.313673,0,44.48656,30.27557,0,4,9.268033,0,1.158504,0,0.6178689,0.6178689,65.4941002949,7.41442644848,58.0796738465,243,31,212,0,96,11,0,1,135,101,21,80,0,31,6,0,0,64,0,0,0,0,67089,855,67,788,2,15,15,35,118,636,25,9
